Homogenity,Kurtosis,Correlation,Skewness,Entropy,RMS,Mean,Standard_Deviation,Energy,Contrast,Output
0.951188488,6.401938068,0.885033879,2.064627668,2.914716788,7.869806212,25.68444316,51.52676341,0.536796312,0.517279412,1
0.960395786,5.349832256,0.926682102,1.859719331,2.877972134,7.761577547,28.65498352,55.05236969,0.529085446,0.384803922,1
0.953362329,2.383465178,0.944621638,0.93268403,4.241133923,9.340665139,56.72569275,75.83653698,0.342844064,0.600474877,1
0.940526487,3.255793098,0.895377303,1.325635904,3.447043785,8.482540112,44.15743001,71.80705332,0.430860233,1.021415441,1
0.953022219,3.961963359,0.92770103,1.263480627,4.598778239,11.10370905,38.64521281,50.13442915,0.291957899,0.305897672,1
0.969093757,7.578621194,0.893569165,2.272675485,2.78380629,7.474107115,18.62585958,38.82371397,0.578748456,0.183762255,1
0.956821895,3.864954698,0.892269417,1.404540834,3.429061562,8.83453047,33.83140055,53.6839031,0.439105635,0.414690564,1
0.960070429,4.152901457,0.892833015,1.471953253,3.707974686,9.446238784,31.14694722,48.47757612,0.416259627,0.283042279,1
0.925633936,4.993314173,0.861889167,1.60734361,3.714228857,9.509676218,31.74020894,50.40504882,0.383664118,0.591605392,1
0.932065881,4.929942631,0.876130691,1.722558123,3.304707177,8.503969398,32.04348755,56.82705147,0.452307437,0.72578125,1
0.955765913,7.946439937,0.887472398,2.344052887,2.782757723,7.776868658,23.13698324,49.29923733,0.565050816,0.39676777,1
0.953475578,8.241688856,0.882048015,2.384137405,2.768245953,7.775738667,22.50971476,48.08600053,0.565181895,0.393321078,1
0.95939878,8.223694088,0.894334985,2.385135434,2.769839755,7.80730869,22.59616597,48.39506468,0.568667822,0.356617647,1
0.95987674,5.516938007,0.926451401,1.915433173,2.971578435,8.0875411,29.68072001,57.75502019,0.513704073,0.434436275,1
0.95062759,5.18047168,0.9290929,1.78597956,3.291706184,8.636943751,36.09106445,64.50375774,0.455913583,0.531326593,1
0.930554936,5.536794473,0.843261795,1.805522282,2.840831211,8.17505583,28.62808228,52.88969689,0.500776316,0.662025123,1
0.957544078,6.739795855,0.926157407,2.012147903,3.186425206,8.523429219,29.61386617,53.8591032,0.471168972,0.363771446,1
0.906694714,2.849493242,0.920796234,1.059109284,5.468292957,11.53854785,60.65636698,75.39130919,0.266169504,0.726363358,1
0.914491476,2.884484505,0.895439523,1.192274606,3.589299436,9.000760583,48.29800415,74.93518396,0.415038154,0.929396446,1
0.964235108,6.380813629,0.916426377,2.161986163,2.201447406,6.745484793,24.49181112,55.43450783,0.633854986,0.46171875,1
0.961918476,5.957202366,0.925817474,2.063520941,2.426260426,6.977052499,26.7855072,57.91782091,0.599926836,0.449816176,1
0.925460562,4.69361408,0.845061181,1.693596788,3.985411073,9.634905638,37.57182821,62.98899217,0.390160013,1.071492034,1
0.916175048,5.176188943,0.870045839,1.866103018,3.838154703,9.327160845,37.96868896,69.36694535,0.4634404,1.036580882,1
0.942860754,6.97637756,0.877805241,2.222145855,3.666031598,9.124423295,30.52436829,59.07339477,0.47152956,0.750934436,1
0.933427743,6.013428069,0.878548369,2.009115997,3.743782029,9.095986013,33.75322978,61.67156745,0.430592837,0.818719363,1
0.955240831,5.758857709,0.863915632,1.712698291,4.270185504,10.73864308,30.5619812,44.11926654,0.336445465,0.433348652,1
0.947130402,4.432046707,0.941309807,1.686400551,2.935089669,8.161844261,33.39750671,62.64160856,0.526210927,0.414797794,1
0.981399503,14.89299796,0.921900065,3.479382955,1.444704859,4.688794665,12.8944753,40.68772121,0.764322955,0.168765319,1
0.952624446,6.025683309,0.932987823,2.067364712,2.683317172,7.563738817,27.47299194,57.93679713,0.581441164,0.402527574,1
0.982476037,17.35835134,0.930126309,3.792748118,1.228007145,3.846006569,11.19910177,38.63474687,0.8002286,0.146384804,1
0.96482172,5.380822183,0.913937082,1.873010219,2.829603488,6.988766208,23.84518433,46.10861396,0.528718676,0.308379289,1
0.965393725,5.488664534,0.911844536,1.899495939,2.789800557,6.801080309,23.98846436,46.88139907,0.535674267,0.326210172,1
0.954026027,8.865691005,0.840240203,2.492808259,2.247352624,6.401638266,18.26633708,42.05265051,0.608724818,0.484390319,1
0.931801525,4.504042819,0.922739518,1.478426738,4.016006528,9.879507024,39.88990784,60.11795361,0.385779928,0.432996324,1
0.931427167,5.105563774,0.872370942,1.721422391,3.229943467,8.694949935,33.46047465,58.38468351,0.454168079,0.713648897,1
0.9231765,4.435255424,0.892403757,1.65780123,3.229852643,8.07276324,37.86365763,68.16190605,0.490646681,0.763128064,1
0.932740393,3.926053055,0.914528464,1.454089513,3.51516497,8.547394542,33.12879944,54.094458,0.418212517,0.435814951,1
0.966159292,4.47355101,0.954115882,1.581543227,3.8347905,9.129244856,38.82404073,62.3894399,0.398159465,0.200490196,1
0.966603277,4.319843658,0.947088656,1.588444924,3.678344659,8.708880291,40.52891032,67.13571113,0.412995169,0.254932598,1
0.966257988,4.872069885,0.955980598,1.645797056,3.821854879,9.132036975,36.02749634,58.2091701,0.402289801,0.168811275,1
0.940897106,6.559750535,0.873360042,2.128008874,3.358897152,8.707829692,29.4335734,57.41271224,0.503540833,0.676072304,1
0.930129424,3.462359481,0.9089744,1.335681222,3.601364506,9.239634436,44.09680684,69.12879214,0.398730176,0.755958946,1
0.961499238,5.476901387,0.924033238,1.898849387,2.686240013,6.618768026,23.5355072,46.73029933,0.546110872,0.299050245,1
0.9488774,4.586382583,0.923925195,1.619528227,3.390397981,8.651984109,33.858078,57.99169012,0.442117033,0.458011642,1
0.943356512,4.757605583,0.912221677,1.717645796,3.087203443,7.933342608,32.26946513,58.80970185,0.483215024,0.556832108,1
0.961940432,7.93517375,0.874705916,2.412886245,1.969303744,6.206638568,19.96761576,47.73695936,0.657321205,0.431173407,1
0.940876353,3.092491023,0.932012891,1.121726155,4.598982345,10.68631434,49.0514679,65.20227907,0.2957507,0.504258578,1
0.939510023,2.711444229,0.931906607,1.002475914,4.359596836,10.3907516,48.26647441,63.83024147,0.316123321,0.483976716,1
0.923848057,5.09166694,0.850830833,1.712044885,3.349561925,8.767455657,31.94950358,55.18076133,0.434413788,0.803247549,1
0.901520064,3.15488443,0.920103981,1.282560166,3.660851568,8.795990441,47.73205566,75.99400071,0.440338868,0.737821691,1
0.92878102,6.443768674,0.821652201,2.005825382,3.006620779,8.140155566,26.1105245,49.70687736,0.486156086,0.756632966,1
0.964550599,3.909359311,0.936619325,1.537319856,3.154100719,8.227595368,33.35278829,58.93368832,0.48343292,0.405453431,1
0.928321662,5.959234744,0.849871396,1.928850565,3.089688324,8.377578929,28.67622375,53.70117621,0.475443425,0.774356618,1
0.954081357,7.404680911,0.934125215,2.110701048,3.300638419,8.686147986,29.3350118,52.49540075,0.455140729,0.322870711,1
0.9230369,6.623403243,0.855519653,1.957126171,3.924425862,9.757759495,33.48757935,55.34956033,0.386103784,0.750719975,1
0.955184735,5.963970624,0.920247969,1.999127794,3.183539041,8.120294158,32.70072428,63.76177982,0.484380601,0.424938725,1
0.960183532,4.714538751,0.94676842,1.669786205,4.087900692,9.755028799,40.11760457,66.25937292,0.365220898,0.26495098,1
0.961427113,6.285445261,0.946668402,2.061285168,3.231196722,8.558707171,31.12433879,60.83206377,0.474440628,0.23370098,1
0.947689349,5.758617588,0.915403853,1.91416741,3.39889933,8.598572169,30.35565694,56.33459131,0.442661962,0.460799632,1
0.950024583,6.01245571,0.922005554,1.965931518,3.403826816,8.556078338,29.62926229,55.4798381,0.44365946,0.409252451,1
0.935063591,6.25108943,0.912576095,2.07611212,4.109056531,9.821773522,34.78733317,63.93014175,0.486731718,0.572625613,1
0.932210897,4.630500206,0.899829454,1.377938259,5.839036686,12.66042537,51.39587911,58.02435008,0.258428515,0.547947304,1
0.923364135,4.049246122,0.896157008,1.262093039,4.840803273,11.49169411,49.44244893,61.52382399,0.264714322,0.636764706,1
0.978833669,12.58928727,0.90058575,3.172716592,1.472220951,5.136594955,12.77098592,38.48974208,0.743134086,0.250551471,1
0.950064356,6.429938069,0.857455942,1.982467289,2.879374795,8.330084793,25.94322205,48.80950716,0.515487563,0.449724265,1
0.953439816,6.392579974,0.855133218,1.992266688,3.394745403,8.966885249,27.68086751,50.55456265,0.448668262,0.660018382,1
0.944132309,4.078449189,0.90512236,1.375026967,4.5709529,10.76824091,47.25217692,65.95314555,0.298404338,0.728538603,1
0.943279189,2.947316616,0.931180869,1.16565078,4.187768736,9.442263097,46.74564107,69.00774686,0.338815944,0.564552696,1
0.934527402,3.047485563,0.931047802,1.207923683,4.177115221,9.972903888,49.60860697,72.99708654,0.353689636,0.675291054,1
0.949695542,3.642687698,0.934177685,1.446822358,3.177035213,8.325216356,40.94581604,70.23370493,0.480532259,0.620741422,1
0.952751043,4.093675017,0.930255776,1.621036358,2.706997392,7.394319848,33.5491689,63.62461184,0.55169974,0.530208333,1
0.962919822,4.543018836,0.942856042,1.746450216,2.670105748,7.3927436,32.00482686,62.99562755,0.566672286,0.41786152,1
0.944537615,4.176705311,0.898258822,1.461569651,4.054308388,9.47481524,33.75416565,51.64033936,0.345944182,0.447120098,1
0.945195313,8.053419441,0.893587419,2.295094542,3.773284669,9.493927564,31.40655518,57.49442009,0.464152138,0.554166667,1
0.943699521,5.282112483,0.895379727,1.715199129,3.638694755,9.380246406,29.89733378,49.16930047,0.396844261,0.420680147,1
0.935966824,5.235010692,0.877650642,1.700833566,4.00391013,9.653523893,34.48334249,54.84860838,0.355301489,0.614598652,1
0.955377768,5.34109075,0.928090241,1.817630409,3.3633027,8.498909714,31.23352051,56.14556172,0.456088404,0.398483456,1
0.948010803,4.404809266,0.918827695,1.664529793,3.25347676,8.546469593,32.63334147,58.81193756,0.475919701,0.494270833,1
0.948739168,4.913182186,0.915261613,1.795695627,3.045671553,8.215919989,29.63402812,55.94725061,0.500959446,0.461565564,1
0.930203464,5.69631662,0.831536734,1.796146379,3.745317748,9.576700521,32.70557658,54.087342,0.389939781,0.861106005,1
0.943818204,4.265997264,0.908839057,1.634188048,3.194426852,8.384639758,33.2480011,59.81668106,0.475156272,0.572594975,1
0.945427426,9.413288584,0.77176791,2.588426312,2.743717601,7.009970939,22.05817668,49.69101191,0.574492782,0.936534926,1
0.917530072,6.589682036,0.83995705,1.895622618,4.860965687,11.35174765,31.2619578,44.91390717,0.346528616,0.531219363,1
0.87975906,2.047591974,0.878961078,0.78111887,4.748463904,10.78506965,64.37383525,80.10143978,0.27782766,1.338250613,1
0.967707276,1.295439667,0.977677296,0.129857387,5.054266988,11.67164336,110.5996399,102.3109977,0.288528276,0.411121324,1
0.967968859,7.062001946,0.895574437,2.351098312,1.720631816,5.469234274,18.21648661,45.7780348,0.702184442,0.384757966,1
0.96191864,1.305819293,0.965525255,0.152839828,5.094090054,11.50701043,109.0457865,102.1521277,0.269998563,0.642493873,1
0.921894549,2.357888468,0.925211508,0.981522132,4.033652162,9.750543944,57.19688416,80.724968,0.355537546,0.872395833,1
0.926383345,3.650693408,0.902083576,1.475562816,3.151212663,8.20614443,41.88468424,73.47968068,0.484526642,0.946384804,1
0.937966543,1.794155196,0.909680513,0.618978148,4.402436797,9.749582664,63.34977722,75.62469776,0.312316082,0.935340074,1
0.953062686,7.747917735,0.860132412,2.30172371,4.569777832,10.76274363,31.40256755,52.78564733,0.424465692,0.677359069,1
0.961422626,11.60662163,0.88799851,2.74902047,4.530442158,10.7862994,28.61470032,46.98653176,0.41777101,0.40703125,1
0.95270361,5.823640158,0.903809821,1.905567985,4.40636547,10.34531999,37.28354899,61.38415968,0.419543467,0.59486826,1
0.977455995,2.249163725,0.96728431,0.631620714,5.311940195,12.0037616,64.83121236,68.3715499,0.238782472,0.259359681,1
0.964081831,2.129684352,0.966954497,0.779496988,4.677957989,10.61584188,67.96728516,83.57916348,0.291809641,0.423207721,1
0.958044103,2.248459418,0.952737981,0.89309733,4.187164067,9.831615599,53.88260396,71.66087254,0.346921074,0.443045343,1
0.967517416,14.93338195,0.785630122,2.803189655,3.52492382,8.892528761,16.11654154,27.92188377,0.500940414,0.250582108,1
0.956599265,8.112189647,0.83891753,2.088913495,3.92205841,10.06097303,23.17629496,36.81887516,0.440956265,0.370848652,1
0.963818934,2.003319636,0.954591294,0.769172548,4.169002648,10.30700016,57.24652608,71.96843938,0.338478109,0.430422794,1
0.956282516,9.551225574,0.91419402,2.656781488,3.123439575,7.876172266,24.11665344,53.71579556,0.570135059,0.444485294,1
0.967639381,16.16060156,0.867028224,3.240893995,3.774315509,9.458662733,16.93308512,32.50725865,0.592093474,0.236167279,1
0.96175112,4.679149678,0.906992445,1.560311417,4.447227717,10.45248749,39.18207296,57.62830173,0.335823511,0.532245711,1
0.961526921,3.511738358,0.975559065,1.45200858,5.789287919,12.09478497,54.94819641,80.75213124,0.483158461,0.289246324,1
0.963051033,3.773951639,0.976405693,1.537032069,5.827532074,12.07061203,53.17182414,79.89804138,0.508359708,0.275520833,1
0.945428557,14.1604772,0.71198706,3.045224016,2.997010546,7.43660518,13.69377645,30.13535998,0.663565108,0.407781863,1
0.983613664,2.365763231,0.965483492,1.051412817,3.484895395,8.635232265,27.14496867,40.11922068,0.461142618,0.076072304,1
0.973095183,8.188391996,0.915365521,2.265226618,2.54280548,7.571195663,18.32948812,37.60386791,0.564455472,0.188985907,1
0.931436213,3.813587695,0.875460304,1.510321961,3.223562162,8.707865333,42.0025177,73.18610644,0.454970803,1.219454657,1
0.961173006,1.590728658,0.956619585,0.440019827,5.252120013,11.73967327,80.36916606,84.43650494,0.248349484,0.533792892,1
0.959322607,1.48655538,0.957177567,0.295855328,5.415368225,11.53068152,87.78333537,86.27757665,0.238735391,0.544699755,1
0.96193363,1.582959712,0.953075008,0.459071004,4.999361658,11.05306898,81.47586568,88.21915341,0.272849935,0.648590686,1
0.96147223,3.148569482,0.938273467,1.312343686,3.227765618,8.82239017,48.50098165,80.1298677,0.467080195,0.762040441,1
0.955625237,9.820629591,0.85605813,2.547605869,2.533559633,6.7329235,21.86075338,47.44105859,0.559345305,0.57567402,1
0.911853207,2.19110573,0.876631507,0.833048222,4.406563556,10.1615799,58.31204732,74.74764857,0.294833756,1.238740809,1
0.96835498,7.539304143,0.923205622,2.209080529,3.103723622,8.575159111,27.33988953,52.10012442,0.486910564,0.368918505,1
0.940036929,7.974205986,0.928240099,2.394197372,3.385762245,8.386090697,28.17412313,58.25026379,0.546535128,0.393995098,1
0.896480418,6.051144091,0.826581854,1.886797346,3.903751948,9.320359344,34.14871724,55.88436949,0.382667929,0.902022059,1
0.958901399,3.357839166,0.961565939,1.287395016,3.470605922,8.28972024,42.31378174,65.65746783,0.435835515,0.302328431,1
0.950037585,9.091944076,0.825774516,2.736916639,1.41820608,5.176326253,17.11475118,48.8334083,0.743208874,0.731954657,1
0.965894808,3.915354851,0.891613009,1.424042373,3.049244242,8.469759639,27.90489197,46.11252128,0.491454315,0.341988358,1
0.961514611,10.82757761,0.825522302,3.017042148,1.285901746,4.417213838,14.53045146,44.61749121,0.771723031,0.607077206,1
0.884328315,2.67955994,0.835544215,1.122633624,3.559526906,9.117804038,46.98961385,71.38259105,0.397138917,1.384757966,1
0.929070105,4.531089394,0.83831329,1.555063314,3.653919355,8.721559868,36.58661397,58.67526569,0.412833764,0.899571078,1
0.956830612,6.29638102,0.941673882,2.155204819,1.994709272,6.244588415,24.99488831,57.71612088,0.664921426,0.327542892,1
0.893921477,2.544642189,0.8860066,1.039150986,3.74292435,9.417988397,49.94270325,72.50574622,0.383607848,1.012040441,1
0.972440294,9.832866922,0.904536776,2.783592285,1.571774477,5.557003944,12.35804749,33.86133489,0.733706251,0.159068627,1
0.978158373,15.00592145,0.900275167,3.511606055,1.209471503,4.742218276,10.45277405,34.49652388,0.798201889,0.185401348,1
0.976789726,5.634358603,0.960751568,1.915735456,3.436090181,7.264850505,33.9776357,61.30135639,0.455855548,0.135232843,0
0.96922309,5.031759046,0.950193972,1.801289314,3.20288705,7.296462915,43.00613403,76.54783083,0.461530518,0.282996324,0
