Homogenity,Kurtosis,Correlation,Skewness,Entropy,RMS,Mean,Standard_Deviation,Energy,Contrast,Output
0.976852314,5.591753005,0.95860795,1.893094488,3.257972317,7.200060942,28.37131755,51.3755449,0.479628652,0.101685049,0
0.972216295,9.365835801,0.904333783,2.640574952,1.964045021,6.373880237,14.86935425,37.35384493,0.685697449,0.206219363,0
0.974323719,5.617097007,0.955664487,1.904573113,3.337001785,7.279712876,30.73660278,55.51907626,0.467148204,0.12745098,0
0.974220537,9.01440705,0.945384665,2.59775988,2.356549435,5.431254163,22.03697713,51.05162395,0.604489714,0.136887255,0
0.971119536,7.857478252,0.946499983,2.385685725,2.659211174,5.921430311,24.73670959,53.25631958,0.558264748,0.142892157,0
0.979372702,7.13845425,0.959656301,2.243230928,2.615955031,5.792969544,25.5864563,53.94302001,0.574949321,0.121875,0
0.96761044,7.553609236,0.922125262,2.352579967,2.278268277,6.88844181,20.42939758,47.08833968,0.628953556,0.26317402,0
0.971408803,7.566679965,0.936546954,2.267858938,3.042709624,7.385482959,23.36631775,46.76100141,0.518041014,0.128262868,0
0.969443679,7.44570193,0.929113964,2.237952826,3.091587545,7.517434201,22.61064657,44.61869999,0.512413712,0.128431373,0
0.9672572,6.513646715,0.931308708,2.055633246,3.386976691,8.088421318,26.0507609,48.16621197,0.46732985,0.143443627,0
0.966568153,6.117145551,0.929165563,1.958535952,3.029728205,7.476454912,21.71395365,40.25161078,0.52857229,0.116881127,0
0.966382178,6.0400875,0.92729259,1.946808691,3.052902044,7.440062168,21.8197581,40.33256705,0.525386914,0.119822304,0
0.955645425,5.79090644,0.919522254,1.863820928,3.539568539,7.988610013,25.0900472,43.80605358,0.468852019,0.157199755,0
0.959313725,6.591251095,0.919141429,2.081942405,3.138759303,7.440395274,24.32569885,45.89830128,0.491159529,0.163817402,0
0.960305862,6.61573809,0.916386164,2.087132581,3.140754028,7.462441117,24.10712179,45.53843014,0.494420523,0.168014706,0
0.957817096,5.718941492,0.911496287,1.860296661,3.394950565,7.811985971,26.28481547,45.8647497,0.462961775,0.189154412,0
0.969371681,7.477975836,0.940567412,2.306861982,2.850206654,6.652516228,26.82000224,56.35669781,0.555900144,0.170511642,0
0.972542892,6.644881312,0.948965445,2.027571372,3.619954583,8.796020909,27.79506429,49.36524411,0.449840478,0.125199142,0
0.966208567,4.626067001,0.943254781,1.650235729,4.106837889,9.409887816,38.53873698,62.00626382,0.375521257,0.179840686,0
0.975634957,6.551643051,0.937916434,2.054061796,3.165486139,7.622807951,21.94960022,40.85288128,0.51485923,0.100520833,0
0.975505661,6.427027772,0.938031498,2.02612081,3.205066225,7.748359024,22.35420736,41.17309394,0.508952448,0.101685049,0
0.962822202,7.321694151,0.927536266,2.245307525,2.830775041,6.523099529,24.60846456,50.91526284,0.543939721,0.171966912,0
0.962617953,7.318495148,0.929072462,2.245004469,2.828963137,6.499135616,24.60690816,50.9138241,0.543882213,0.166819853,0
0.977404514,5.731098475,0.961767042,1.941069725,3.39981249,7.246144107,33.51172892,61.09242106,0.461026772,0.129626225,0
0.97076243,5.10291282,0.954063409,1.818837243,3.194114064,7.345527035,42.31729126,75.99478105,0.466879048,0.25971201,0
0.976314229,5.570278079,0.958383841,1.881044877,3.309051006,7.374578902,28.44471741,51.04833674,0.473971227,0.101348039,0
0.976049071,5.477317463,0.95554094,1.854493229,3.361083769,7.5514121,28.41641744,50.43141537,0.471736428,0.106219363,0
0.974873913,5.793357287,0.955284622,1.942189547,3.267719526,7.422791875,29.8396759,54.60146277,0.474902867,0.124172794,0
0.961952979,9.062006854,0.890067603,2.550137389,2.535016383,6.640748362,19.09770711,43.63510939,0.607647333,0.256954657,0
0.970986009,7.755811122,0.945131802,2.36954084,2.647622939,5.918904987,24.99194845,53.69703862,0.559731191,0.150704657,0
0.977104561,8.499029592,0.943401244,2.470861144,2.585598732,6.350682816,22.98196411,50.91664135,0.590241371,0.151776961,0
0.975294118,5.721239183,0.956223777,1.940275734,3.37377649,7.385630852,32.28400167,58.86194212,0.462592823,0.132628676,0
0.969765625,6.911318121,0.93661607,2.137861894,3.248597649,7.711037275,25.35067749,48.32642115,0.488105299,0.135294118,0
0.969212367,7.193988437,0.931422059,2.186774685,3.160798374,7.640016818,23.30865987,45.1296875,0.501764063,0.127159926,0
0.969014246,7.185417824,0.930763415,2.192909196,3.163452863,7.667558131,23.83214823,46.37870236,0.499676968,0.135003064,0
0.967320772,6.179976937,0.929141838,1.97197284,2.999991433,7.399130283,21.45672607,40.02212902,0.532590138,0.115778186,0
0.967307168,6.180326785,0.928447402,1.97889451,3.004410049,7.34316949,21.39667765,40.05916225,0.532968708,0.11651348,0
0.955929841,5.891332219,0.918587223,1.885796886,3.494275087,7.875195535,24.66107178,43.43602259,0.4754181,0.157077206,0
0.960917075,6.85772872,0.919440843,2.138750454,3.038412939,7.293270668,23.41610718,45.22439202,0.50521966,0.159497549,0
0.96061249,6.672506386,0.915921452,2.099383066,3.12246652,7.44151272,23.93172709,45.43235555,0.497250901,0.168596814,0
0.960342882,6.093293263,0.914049516,1.945099554,3.254089171,7.51537917,24.71558634,44.51187967,0.48191037,0.167647059,0
0.968752553,7.200703907,0.940727194,2.249574576,2.944539809,6.905718872,27.60724894,56.75286551,0.545094435,0.172487745,0
0.971637306,7.45670098,0.944542229,2.19247384,3.377191499,8.028420765,25.1708374,47.47674687,0.485475346,0.126087623,0
0.965064776,4.614360352,0.941893056,1.647389696,4.109988351,9.28455627,38.60475159,62.06007043,0.373569139,0.184528186,0
0.974984864,6.519617058,0.935602777,2.045531948,3.192939153,7.67173266,22.12089539,40.97539026,0.51217693,0.104840686,0
0.975894608,6.563488985,0.937172041,2.054843793,3.148423822,7.619904813,21.87492371,40.77547664,0.516032264,0.101838235,0
0.952158431,5.635951894,0.89587608,1.835009762,3.581506444,9.048154347,29.06930033,50.58380895,0.464006662,0.375796569,0
0.962167075,7.135996029,0.928676428,2.20640082,2.874530605,6.575405199,25.12559001,51.2643414,0.536786415,0.170680147,0
0.962568423,7.25916852,0.928860834,2.233440761,2.842585044,6.510389176,24.78124491,51.08219489,0.541737628,0.168841912,0
0.96166156,7.240180558,0.929979915,2.227410265,2.876554827,6.556719678,25.0298818,51.31663986,0.537195269,0.167984069,0
0.957525531,6.193390645,0.918405122,1.972345673,3.44416913,7.808534028,24.40130615,44.28297106,0.46731426,0.145680147,0
0.957594465,6.067246727,0.918944319,1.948669308,3.472362767,7.904688163,24.84258525,44.79442766,0.463939787,0.147089461,0
0.957446895,5.971187729,0.920295501,1.928203024,3.488388624,7.974465099,25.16101074,45.02758839,0.45799477,0.14620098,0
0.979845355,8.102576674,0.914600071,2.336086115,2.555097217,6.190456362,13.68136597,29.15742183,0.659675615,0.071844363,0
0.981682934,8.367238234,0.908501044,2.385677792,2.468405115,6.055389901,12.87841288,28.05190547,0.677543225,0.072058824,0
0.974391376,5.657549424,0.964291355,1.965317787,2.416760333,7.223264077,21.82821655,45.11478594,0.596455405,0.121001838,0
0.983827541,8.901899885,0.905133354,2.441568965,2.490502158,6.088112489,12.08936564,26.26631242,0.685171482,0.062882966,0
0.951222974,4.282023029,0.939682587,1.502781837,4.017051955,9.513316648,38.66672262,59.0585996,0.377959327,0.215364583,0
0.950621681,4.29435973,0.945011681,1.491478585,4.132486991,9.698268408,39.6145579,59.65112202,0.369178557,0.201593137,0
0.952192862,4.379579177,0.942551763,1.498281536,4.172302417,9.670786236,39.20918274,58.75695882,0.366753841,0.201041667,0
0.955576236,6.351922905,0.916092209,1.994157041,3.424699744,7.810042668,24.27217102,44.17201456,0.46944946,0.153339461,0
0.953804199,5.574161001,0.925966622,1.841978194,3.479251492,7.705120548,30.5167745,53.43609396,0.45581814,0.201256127,0
0.953518689,5.903582471,0.924764883,1.917693348,3.39908448,7.545970731,28.89486694,51.86490782,0.46589934,0.189123775,0
0.953434254,5.806312692,0.926880537,1.892967937,3.434917616,7.607493689,29.21999613,51.95370421,0.462741116,0.187714461,0
0.932000832,4.022487816,0.873082844,1.281017158,5.232936888,11.33391784,42.39312236,53.06025263,0.281330328,0.393872549,0
0.928989226,3.807585454,0.880565876,1.22964046,5.225870323,11.00841582,44.2756958,55.06116076,0.269885606,0.401102941,0
0.926885139,5.458163337,0.793732013,1.743015886,4.272821523,9.937703054,31.00676473,49.02120845,0.392681654,0.626608456,0
0.971100789,6.337923821,0.942260847,2.048459272,3.398831544,8.053854837,28.48740641,53.84292013,0.470205011,0.141115196,0
0.968557386,6.385280196,0.939725508,2.057354085,3.366679694,8.029453353,28.17038472,53.46938507,0.473598506,0.147181373,0
0.96221252,4.395548602,0.94645998,1.561321551,4.359796871,9.624908587,38.91597493,59.47901507,0.342123875,0.148498775,0
0.964904769,5.503077337,0.940922493,1.857055758,3.761722858,8.725984745,32.38320414,56.56606793,0.414974959,0.158425245,0
0.976494843,7.333084252,0.941245723,2.195417974,2.99595495,7.139264292,21.38201904,42.1953912,0.527959752,0.097977941,0
0.975624745,7.553004543,0.938741454,2.240343409,2.931832272,6.978802095,21.01997884,42.15901508,0.536271119,0.102573529,0
0.950317606,5.540391221,0.892230509,1.803439354,3.671215167,9.193326669,29.68860881,50.69141341,0.452748526,0.387898284,0
0.96095767,7.002296256,0.931156545,2.17825238,2.941681499,6.682102391,25.75650533,51.86486277,0.526674127,0.16875,0
0.957590635,6.234055677,0.918429282,1.982196863,3.438919701,7.806099067,24.43693034,44.50300779,0.468246305,0.1453125,0
0.957894199,6.213327474,0.918366106,1.981940477,3.403677795,7.725951107,24.29530843,44.43027938,0.471582148,0.146997549,0
0.957804075,5.997966968,0.921072758,1.934297482,3.47831625,7.924573541,25.06337484,44.98043373,0.459959538,0.144515931,0
0.982685538,9.011859298,0.91763683,2.501412553,2.350827461,5.815702627,12.32425944,27.84653261,0.691010537,0.061810662,0
0.983033252,9.101855967,0.908557036,2.492015034,2.383622839,5.859050453,11.96759542,26.78766736,0.694255977,0.062576593,0
0.981868015,8.484297485,0.911023003,2.412756713,2.440041431,5.939584319,12.59451294,27.71397888,0.684130858,0.067830882,0
0.985619766,9.877112694,0.911320056,2.615243461,2.289803441,5.783519981,10.84007263,25.02587677,0.713799202,0.052665441,0
0.952631667,4.387341265,0.940700648,1.535081742,3.945875354,9.409074325,37.82429504,58.68113522,0.387531664,0.209620098,0
0.95108237,4.311874476,0.945246466,1.49676031,4.121219334,9.681250342,39.46580505,59.56883599,0.370311395,0.20010723,0
0.953061172,4.42495096,0.943997707,1.512133493,4.139727317,9.622483471,38.84168498,58.60214551,0.370952386,0.194914216,0
0.956527012,6.545379145,0.916251208,2.037272478,3.350332197,7.653879157,23.62396749,43.74868316,0.47979185,0.149969363,0
0.956166915,5.923127258,0.928507867,1.925308362,3.34920745,7.420957465,28.77699788,52.11930069,0.477956223,0.184313725,0
0.955699222,6.05016306,0.926619639,1.951368405,3.317491722,7.389353909,28.06929016,51.16622688,0.477195476,0.182015931,0
0.954861549,6.044000166,0.925627591,1.950159738,3.316805046,7.376203887,28.08650716,51.18623083,0.477581534,0.184221814,0
0.954207553,5.939737794,0.927246367,1.922516997,3.389162799,7.500600658,28.49567159,51.2179891,0.470077664,0.181801471,0
0.933322537,4.078738696,0.876620741,1.301035314,5.176150735,11.24195339,41.87307739,53.04892075,0.287389998,0.383823529,0
0.926504399,5.346195878,0.793060246,1.719260732,4.290897002,9.956912118,31.1868337,48.97610144,0.389019138,0.626317402,0
0.971081641,6.466660823,0.940437515,2.075429245,3.363988771,7.80220674,27.99793498,53.43241869,0.476057241,0.144056373,0
0.969068409,6.67089544,0.937805525,2.1194122,3.271647227,7.706433247,27.10246785,52.69745634,0.487554814,0.146997549,0
0.969731669,6.259695313,0.93956899,2.028662745,3.435617513,8.068396933,28.74353027,53.86598857,0.465326715,0.149080882,0
0.966736366,6.021536199,0.938938237,1.975112492,3.552190368,8.353713755,29.90385437,54.72432606,0.445542148,0.155315564,0
0.975532067,7.092798078,0.94090573,2.145646897,3.062160255,7.245716306,22.03931173,42.68103216,0.516743773,0.102083333,0
0.974451593,7.006247476,0.938337803,2.131004705,3.099734347,7.430790217,22.51357524,43.32559993,0.511488427,0.108547794,0
0.95074992,2.563251252,0.937313128,0.864931878,5.452730491,11.2691266,56.68479411,64.5961658,0.238419511,0.295955882,0
0.939497002,2.303052578,0.928386384,0.73799937,5.685823225,11.81385285,68.24702962,73.72332065,0.200512421,0.465242034,0
0.946956043,2.448137934,0.934244903,0.825905667,5.46808144,11.50858586,63.74293009,72.1475797,0.225252725,0.399417892,0
0.925793414,1.794694171,0.947913073,0.297790757,6.335056832,13.38752843,91.40237935,78.99269921,0.138851364,0.393244485,0
0.9398664,3.122408322,0.903782229,1.130847375,4.61302767,10.82944589,50.2559611,67.18064033,0.291080923,0.506341912,0
0.925538942,1.791581346,0.946479042,0.266398239,6.472830474,13.45518945,92.35097249,77.76171912,0.134547857,0.392876838,0
0.927454081,1.776869613,0.947319645,0.283445762,6.452528742,13.3742473,91.30243937,78.36585709,0.137683365,0.404947917,0
0.966452133,9.687011074,0.790237536,2.614906176,2.755880585,7.106730136,17.24552917,38.37969084,0.56642116,0.298651961,0
0.964376605,7.059525842,0.870801937,2.172671978,2.927735697,7.519908497,21.46461995,42.4075835,0.510405265,0.231112132,0
0.941386117,2.335017022,0.942192802,0.963491718,3.772654066,8.703857969,57.31668091,81.23079968,0.391130823,0.525229779,0
0.959656644,7.126503976,0.850236935,2.184799638,3.005382919,7.541940112,21.868337,43.04979354,0.493521905,0.275643382,0
0.94938244,2.319333791,0.95039078,0.740182925,5.508445222,11.85020347,60.25876363,65.18608725,0.218285273,0.245143995,0
0.961214585,7.031039938,0.841926082,2.149643173,3.17615161,7.833396138,21.40053304,41.17908046,0.488322601,0.258210784,0
0.953564389,2.283375107,0.9478944,0.728483328,5.500130771,11.99899634,59.27589925,64.17236919,0.219629677,0.251210172,0
0.932962185,2.196795393,0.953694206,0.678414611,6.000140109,12.50569173,71.98410543,74.98381566,0.178978803,0.308164828,0
0.945493187,2.158412771,0.960290327,0.712221424,5.518857283,11.91689134,65.92895508,72.18104629,0.227137613,0.267723652,0
0.94555716,2.159045514,0.960358226,0.712766891,5.516907983,11.91443233,65.8961436,72.17158793,0.227353075,0.267141544,0
0.94802552,2.463057541,0.943641187,1.099205104,3.364798561,8.678491682,54.57062785,85.37266263,0.470006872,0.601424632,0
0.944056774,2.216885324,0.948223109,0.726405161,5.866813661,12.3775399,66.86282349,71.97640325,0.20147174,0.310033701,0
0.952717233,2.878978226,0.947522705,1.04156347,4.907096207,10.93388419,54.69326274,69.74812872,0.285495813,0.272564338,0
0.94424957,2.967082745,0.952943747,1.091842388,5.059918395,11.23333923,55.51737976,71.45418008,0.267120712,0.299708946,0
0.94693704,2.728219438,0.953373297,0.996943847,5.182676871,11.32367767,58.49942017,72.21256345,0.248732835,0.274877451,0
0.94693704,2.728219438,0.953373297,0.996943847,5.182676871,11.32367767,58.49942017,72.21256345,0.248732835,0.274877451,0
0.948319072,2.799359563,0.948382049,1.014206256,5.285894055,11.50816705,57.89124552,71.07810284,0.243563554,0.284727328,0
0.969363073,2.795913279,0.962252625,1.021827701,5.255773931,11.49573188,56.82986959,70.60611142,0.259067798,0.208517157,0
0.953538457,2.588342866,0.953894488,0.906039725,5.52943055,12.05592065,60.02178955,69.27702896,0.223748702,0.250628064,0
0.945360863,2.567850623,0.95109575,0.925439875,5.08314455,11.2829909,59.02135213,71.95649719,0.254813375,0.306893382,0
0.949572902,2.530025466,0.956327498,0.92509293,5.160148343,11.32013965,59.83216858,72.21329566,0.254588902,0.254748775,0
0.952047736,2.197917144,0.960496152,0.73616562,5.484461236,11.89664891,68.19391886,74.94319494,0.221005291,0.252205882,0
0.944958457,2.506960642,0.954137371,0.882130023,5.292095911,11.58118504,64.20905558,75.54563587,0.232270433,0.301731005,0
0.945496834,2.087185101,0.961606238,0.598642341,5.956670689,12.69700359,75.22992452,75.17015521,0.180323631,0.239767157,0
0.948529849,2.313531065,0.957523024,0.786559242,5.687045142,12.22179177,67.37653605,74.16086102,0.210073713,0.236351103,0
0.937036721,2.275713485,0.951142309,0.742163393,5.857786206,12.54086183,71.41214498,75.490482,0.195107707,0.261734069,0
0.933928316,2.032037789,0.935745258,0.609117664,5.697618817,12.13280133,72.77896118,76.19006771,0.195708753,0.378538603,0
0.949106559,2.875281727,0.91339873,1.096633002,5.021499881,10.88892663,52.77641805,68.89071204,0.262514554,0.389338235,0
0.945732632,2.840813413,0.920938932,1.062542669,4.878450933,10.85123973,54.06856283,70.18071196,0.276042391,0.417830882,0
0.944510132,2.968006101,0.913560141,1.109633399,4.955097638,10.84837529,52.4924469,68.92714423,0.264076806,0.432169118,0
0.943847127,2.980046794,0.911100847,1.13215705,4.652378731,10.51057812,51.73988342,70.43029993,0.29219043,0.506954657,0
0.93090741,2.37403065,0.925529002,0.830804455,5.479751675,11.64129118,65.55648295,75.1560347,0.213073176,0.495557598,0
0.93207334,2.561348289,0.906617073,0.971403733,4.823307895,10.62892805,56.99020386,73.25301382,0.274916604,0.612561275,0
0.939425588,3.113142137,0.88666679,1.182677552,4.550204882,10.64211609,49.17550659,67.99395273,0.307558736,0.551378676,0
0.932933116,2.217472297,0.907461325,0.76262214,5.370413661,11.72709219,66.42727153,75.52810559,0.221009026,0.62489277,0
0.931690046,2.16493315,0.911706096,0.731460194,5.371413876,11.61205655,68.18173726,76.83980075,0.222559911,0.628186275,0
0.936341401,2.188533272,0.919812124,0.760810142,5.290465224,11.28589907,67.4365743,77.75521911,0.230501558,0.591957721,0
0.9451123,2.330533044,0.941152289,0.83457252,5.283769666,11.28262058,65.06012472,77.19655836,0.236508192,0.417493873,0
0.941573296,2.412521601,0.940544685,0.894473469,5.002592013,10.63043396,62.019104,76.96533486,0.263511778,0.409160539,0
0.946152909,2.426709216,0.950496272,0.908038485,4.84509567,10.72440577,60.8631134,76.61247573,0.281435938,0.345297181,0
0.936829081,2.057215005,0.951160797,0.679148047,5.393182014,11.46552083,71.62118022,79.69377752,0.222637883,0.364828431,0
0.92638112,1.98110583,0.945780413,0.596233048,5.759316289,12.04539751,76.00980632,79.61856566,0.18544819,0.397426471,0
0.932303156,2.193630964,0.930451706,0.746708797,5.23867684,11.37285377,67.85376485,77.68762361,0.237370219,0.485508578,0
0.94119343,2.406243876,0.941585002,0.85533509,5.150599505,11.39264455,63.8117981,75.63892937,0.253741299,0.358609069,0
0.941235265,2.221447675,0.945374646,0.745051472,5.418728347,11.79127741,69.4877065,77.5454528,0.227642008,0.356724877,0
0.94174439,2.494280011,0.929181296,0.926339513,5.158396382,11.25566733,61.99005636,75.82872511,0.248692357,0.440027574,0
0.929414683,2.196000915,0.921301514,0.744171357,5.484019002,11.90092525,68.928538,76.55149741,0.211003739,0.507506127,0
0.929414683,2.196000915,0.921301514,0.744171357,5.484019002,11.90092525,68.928538,76.55149741,0.211003739,0.507506127,0
0.936635227,3.293884235,0.881722607,1.234960156,4.505810505,10.54673407,49.59578451,69.92482978,0.317445751,0.74833027,0
0.957629625,5.123841632,0.929287268,1.767686093,3.972879478,9.395451293,35.80225627,60.8569533,0.454074559,0.35479473,0
0.940111808,4.288380105,0.872423591,1.524058337,4.065558954,9.668718301,40.58569336,63.45351299,0.387374692,0.669255515,0
0.955330554,3.797833927,0.917924086,1.327419495,4.555963112,10.98582308,41.04101563,56.27317222,0.314469714,0.255882353,0
0.959348776,3.566095609,0.941603875,1.287405328,4.58594543,10.93231626,43.3250529,59.51983838,0.313195716,0.190012255,0
0.982015165,8.39071761,0.948690311,2.505687065,2.396894215,5.957524261,22.21414185,52.15051084,0.61369222,0.13916973,0
0.968433634,5.020662335,0.951610899,1.772720751,3.736299529,8.910745686,36.4985555,64.59613011,0.504696182,0.302757353,0
0.956167662,4.83240444,0.941705407,1.693986298,4.142954518,9.280257397,38.19078064,63.39766853,0.432720969,0.307582721,0
0.96106583,4.568413997,0.942420944,1.574102301,4.021908704,9.80798368,36.15994771,56.91987694,0.394916859,0.24463848,0
0.955110112,4.640176613,0.932965744,1.600085438,3.880797321,9.496145042,35.26998901,56.62376638,0.409561883,0.282429534,0
0.953434582,3.962534959,0.932150366,1.408392777,4.665988433,10.81136953,39.25645447,56.23680341,0.354510228,0.318995098,0
0.952493544,4.411700755,0.937980061,1.51914521,4.353043709,10.29337113,37.80138652,56.78651435,0.376838745,0.300750613,0
0.954845592,3.873379826,0.926598753,1.356968606,4.81648281,10.95744976,42.80585225,59.52731533,0.317711612,0.350995711,0
0.954661841,3.923455806,0.927431655,1.361721565,4.875743369,10.97580795,42.27341715,58.4638522,0.32205397,0.334313725,0
0.961702082,4.853075725,0.943926261,1.687377456,3.845537339,9.228589323,34.73888143,58.0118063,0.426149406,0.219546569,0
0.947600811,2.662796676,0.966256558,1.062085159,4.622161617,10.07051023,55.34547933,76.38609069,0.345505039,0.262408088,0
0.952055723,2.812142391,0.945794751,1.057028484,4.547572167,9.892791935,46.20218913,62.05905898,0.355478841,0.244240196,0
0.949979575,2.945106499,0.958896029,1.150107265,4.479398078,9.603258387,46.59079488,65.78268694,0.35587904,0.212469363,0
0.967795212,3.380313194,0.966012421,1.246251826,4.576624596,10.15700612,40.97704061,56.97397418,0.355610662,0.104901961,0
0.967689185,3.218633878,0.977255882,1.203642024,4.786095913,10.52589254,52.80152384,72.43667707,0.325337002,0.116237745,0
0.965741166,3.796277862,0.965481965,1.402008983,4.330769533,9.683291892,42.0603536,63.25944686,0.382623408,0.134099265,0
0.962381281,3.532784081,0.967923772,1.318908345,4.440616928,9.884280258,48.59977722,70.95848803,0.355400122,0.163756127,0
0.96273784,3.33310786,0.967364421,1.25114446,4.555245984,10.16780165,50.12203979,70.97241351,0.339875045,0.157950368,0
0.954041127,3.372392158,0.953120233,1.214766646,4.931590513,10.99369042,47.37005615,63.67436603,0.315569806,0.250122549,0
0.933812989,2.885658802,0.886777188,1.108409364,4.582792182,10.58640085,54.03226725,74.05310212,0.314779909,0.815119485,0
0.965170949,5.990506775,0.935474542,2.004758542,2.985549804,8.017354253,29.1076711,57.67004018,0.537571674,0.277083333,0
0.949784591,4.534865107,0.883559203,1.589997696,3.807572703,9.580801454,36.77744548,59.60462838,0.409606278,0.52098652,0
