Homogeneity,Entropy,RMS,Mean,Energy,Standard_Deviation,Correlation,Contrast,Variance,Output
0.973212827,3.25915422,8.205329985,21.15208944,0.469101385,34.72083416,0.907871781,0.075214461,825.7073827,1
0.951692435,3.235876184,8.69413548,29.24583435,0.465488306,48.09853689,0.909628355,0.339246324,2124.624612,1
0.953182883,2.657004243,7.405352993,24.19590251,0.555996608,48.49559061,0.848019196,0.518213848,2090.218573,1
0.978761489,1.763757252,5.866290887,8.615102132,0.70815368,21.6052617,0.893457187,0.06651348,430.9884765,1
0.965751397,3.542151528,9.231373485,51.85188293,0.434026438,79.82378637,0.96105701,0.456433824,5854.116051,1
0.955813036,2.46397568,7.115000658,20.5358785,0.620404227,46.72380826,0.866031159,0.422824755,2052.501765,1
0.967091193,2.812024511,7.330723858,38.40472921,0.545736982,71.26272037,0.951560175,0.451608456,4128.112603,1
0.9353429,3.077136915,8.122699208,31.4773407,0.490207989,58.88999067,0.8965436,0.554947917,2855.391255,1
0.946846259,2.555156088,7.210167413,27.52440898,0.568593803,59.47848919,0.890005547,0.60323223,2869.300052,1
0.961689006,2.764741502,7.723879296,32.45765177,0.542112095,59.7592695,0.93260695,0.435707721,3278.386181,1
0.971536568,2.462882398,6.690225193,34.08019511,0.595873816,71.06141028,0.954897135,0.425045956,3883.662115,1
0.946956316,2.618524309,7.638804608,23.77283223,0.549964733,48.50863676,0.855184111,0.585003064,2181.137075,1
0.930446173,3.109303159,8.308826812,27.07843526,0.506063081,50.44796129,0.834382293,0.648529412,2394.289244,1
0.918697205,3.647195195,9.041788821,41.06072998,0.397646213,68.69053815,0.870312238,1.120021446,4206.864058,1
0.964353043,3.449139385,8.84337747,36.51757813,0.456249893,60.46913002,0.936225653,0.199571078,3075.548218,1
0.951277136,3.332316176,8.069099645,36.16968282,0.461126915,68.77326954,0.890187195,0.465134804,3669.205954,1
0.95796255,4.013054867,9.550461142,45.37152608,0.367952333,62.15361542,0.943518288,0.195802696,2652.913636,1
0.915126944,3.338705326,8.675891571,31.38115946,0.456370074,57.4030718,0.816553825,1.02544424,3007.623129,1
0.942608434,2.465392196,6.492119955,29.67486064,0.580645838,61.55350089,0.886487166,0.73817402,3017.588925,1
0.920343247,3.007775544,7.944090296,30.12327067,0.505740651,56.8714361,0.772676186,1.105193015,2943.698316,1
0.951335018,3.236590639,8.15703187,19.25241597,0.576147071,41.23956309,0.797936031,0.568198529,1560.546546,1
0.889973247,5.561831156,11.96459599,80.17774963,0.207685899,82.71563877,0.913367423,1.005698529,6015.336771,1
0.96616996,3.306052759,8.755672359,35.68976847,0.468168694,61.80101186,0.935613639,0.446798407,3292.029818,1
0.929051832,3.689464678,9.493683638,33.03793335,0.394286348,54.57723061,0.878267728,0.619010417,2771.270786,1
0.970120434,2.4322328,6.79139539,20.38215637,0.613072261,45.2768458,0.917038326,0.206035539,1740.051915,1
0.941917254,3.670188747,9.581309273,27.63313293,0.39133729,44.85289082,0.863453889,0.464874387,1827.116023,1
0.922493307,4.745578746,10.64764824,58.89750163,0.313093872,75.33982335,0.916951377,0.717677696,5358.092395,1
0.96449268,2.89201717,8.136634624,23.57006836,0.516601951,44.41007688,0.927552833,0.23203125,1751.950593,1
0.951921266,3.390804897,8.980581957,27.90689596,0.466994576,49.46924948,0.924638888,0.312040441,2315.071604,1
0.951188488,2.914716788,7.869806212,25.68444316,0.536796312,51.52676341,0.885033879,0.517279412,2381.79813,1
0.960395786,2.877972134,7.761577547,28.65498352,0.529085446,55.05236969,0.926682102,0.384803922,2417.66208,1
0.953362329,4.241133923,9.340665139,56.72569275,0.342844064,75.83653698,0.944621638,0.600474877,3948.608154,1
0.940526487,3.447043785,8.482540112,44.15743001,0.430860233,71.80705332,0.895377303,1.021415441,4321.929554,1
0.953022219,4.598778239,11.10370905,38.64521281,0.291957899,50.13442915,0.92770103,0.305897672,2110.135337,1
0.969093757,2.78380629,7.474107115,18.62585958,0.578748456,38.82371397,0.893569165,0.183762255,1288.189693,1
0.956821895,3.429061562,8.83453047,33.83140055,0.439105635,53.6839031,0.892269417,0.414690564,2198.099997,1
0.960070429,3.707974686,9.446238784,31.14694722,0.416259627,48.47757612,0.892833015,0.283042279,1881.247054,1
0.925633936,3.714228857,9.509676218,31.74020894,0.383664118,50.40504882,0.861889167,0.591605392,2407.903347,1
0.932065881,3.304707177,8.503969398,32.04348755,0.452307437,56.82705147,0.876130691,0.72578125,2832.035393,1
0.955765913,2.782757723,7.776868658,23.13698324,0.565050816,49.29923733,0.887472398,0.39676777,2271.988281,1
0.953475578,2.768245953,7.775738667,22.50971476,0.565181895,48.08600053,0.882048015,0.393321078,2160.630904,1
0.95939878,2.769839755,7.80730869,22.59616597,0.568667822,48.39506468,0.894334985,0.356617647,2208.350958,1
0.95987674,2.971578435,8.0875411,29.68072001,0.513704073,57.75502019,0.926451401,0.434436275,3130.460351,1
0.95062759,3.291706184,8.636943751,36.09106445,0.455913583,64.50375774,0.9290929,0.531326593,3542.851894,1
0.930554936,2.840831211,8.17505583,28.62808228,0.500776316,52.88969689,0.843261795,0.662025123,2665.037743,1
0.957544078,3.186425206,8.523429219,29.61386617,0.471168972,53.8591032,0.926157407,0.363771446,2585.645233,1
0.906694714,5.468292957,11.53854785,60.65636698,0.266169504,75.39130919,0.920796234,0.726363358,5114.245358,1
0.914491476,3.589299436,9.000760583,48.29800415,0.415038154,74.93518396,0.895439523,0.929396446,4799.967027,1
0.964235108,2.201447406,6.745484793,24.49181112,0.633854986,55.43450783,0.916426377,0.46171875,2943.677303,1
0.961918476,2.426260426,6.977052499,26.7855072,0.599926836,57.91782091,0.925817474,0.449816176,3162.253019,1
0.925460562,3.985411073,9.634905638,37.57182821,0.390160013,62.98899217,0.845061181,1.071492034,3708.126999,1
0.916175048,3.838154703,9.327160845,37.96868896,0.4634404,69.36694535,0.870045839,1.036580882,4404.010466,1
0.942860754,3.666031598,9.124423295,30.52436829,0.47152956,59.07339477,0.877805241,0.750934436,3344.818015,1
0.933427743,3.743782029,9.095986013,33.75322978,0.430592837,61.67156745,0.878548369,0.818719363,3360.948937,1
0.955240831,4.270185504,10.73864308,30.5619812,0.336445465,44.11926654,0.863915632,0.433348652,1815.36915,1
0.947130402,2.935089669,8.161844261,33.39750671,0.526210927,62.64160856,0.941309807,0.414797794,3719.590742,1
0.981399503,1.444704859,4.688794665,12.8944753,0.764322955,40.68772121,0.921900065,0.168765319,1413.259924,1
0.952624446,2.683317172,7.563738817,27.47299194,0.581441164,57.93679713,0.932987823,0.402527574,3129.508278,1
0.982476037,1.228007145,3.846006569,11.19910177,0.8002286,38.63474687,0.930126309,0.146384804,1245.95919,1
0.96482172,2.829603488,6.988766208,23.84518433,0.528718676,46.10861396,0.913937082,0.308379289,1709.98989,1
0.965393725,2.789800557,6.801080309,23.98846436,0.535674267,46.88139907,0.911844536,0.326210172,1719.27529,1
0.954026027,2.247352624,6.401638266,18.26633708,0.608724818,42.05265051,0.840240203,0.484390319,1508.809755,1
0.931801525,4.016006528,9.879507024,39.88990784,0.385779928,60.11795361,0.922739518,0.432996324,3044.409112,1
0.931427167,3.229943467,8.694949935,33.46047465,0.454168079,58.38468351,0.872370942,0.713648897,3104.177088,1
0.9231765,3.229852643,8.07276324,37.86365763,0.490646681,68.16190605,0.892403757,0.763128064,3925.585493,1
0.932740393,3.51516497,8.547394542,33.12879944,0.418212517,54.094458,0.914528464,0.435814951,2343.417171,1
0.966159292,3.8347905,9.129244856,38.82404073,0.398159465,62.3894399,0.954115882,0.200490196,2712.46444,1
0.966603277,3.678344659,8.708880291,40.52891032,0.412995169,67.13571113,0.947088656,0.254932598,3002.057788,1
0.966257988,3.821854879,9.132036975,36.02749634,0.402289801,58.2091701,0.955980598,0.168811275,2433.975729,1
0.940897106,3.358897152,8.707829692,29.4335734,0.503540833,57.41271224,0.873360042,0.676072304,2987.659877,1
0.930129424,3.601364506,9.239634436,44.09680684,0.398730176,69.12879214,0.9089744,0.755958946,4311.534207,1
0.961499238,2.686240013,6.618768026,23.5355072,0.546110872,46.73029933,0.924033238,0.299050245,1610.427104,1
0.9488774,3.390397981,8.651984109,33.858078,0.442117033,57.99169012,0.923925195,0.458011642,2584.843808,1
0.943356512,3.087203443,7.933342608,32.26946513,0.483215024,58.80970185,0.912221677,0.556832108,2480.50194,1
0.961940432,1.969303744,6.206638568,19.96761576,0.657321205,47.73695936,0.874705916,0.431173407,2048.479884,1
0.940876353,4.598982345,10.68631434,49.0514679,0.2957507,65.20227907,0.932012891,0.504258578,3762.686307,1
0.939510023,4.359596836,10.3907516,48.26647441,0.316123321,63.83024147,0.931906607,0.483976716,3734.862506,1
0.923848057,3.349561925,8.767455657,31.94950358,0.434413788,55.18076133,0.850830833,0.803247549,2769.11988,1
0.901520064,3.660851568,8.795990441,47.73205566,0.440338868,75.99400071,0.920103981,0.737821691,5114.793527,1
0.92878102,3.006620779,8.140155566,26.1105245,0.486156086,49.70687736,0.821652201,0.756632966,2163.074582,1
0.964550599,3.154100719,8.227595368,33.35278829,0.48343292,58.93368832,0.936619325,0.405453431,2498.884934,1
0.928321662,3.089688324,8.377578929,28.67622375,0.475443425,53.70117621,0.849871396,0.774356618,2622.36526,1
0.954081357,3.300638419,8.686147986,29.3350118,0.455140729,52.49540075,0.934125215,0.322870711,2388.687853,1
0.9230369,3.924425862,9.757759495,33.48757935,0.386103784,55.34956033,0.855519653,0.750719975,2843.503848,1
0.955184735,3.183539041,8.120294158,32.70072428,0.484380601,63.76177982,0.920247969,0.424938725,3496.793195,1
0.960183532,4.087900692,9.755028799,40.11760457,0.365220898,66.25937292,0.94676842,0.26495098,3400.312495,1
0.961427113,3.231196722,8.558707171,31.12433879,0.474440628,60.83206377,0.946668402,0.23370098,3059.468493,1
0.947689349,3.39889933,8.598572169,30.35565694,0.442661962,56.33459131,0.915403853,0.460799632,2855.577136,1
0.950024583,3.403826816,8.556078338,29.62926229,0.44365946,55.4798381,0.922005554,0.409252451,2791.419422,1
0.935063591,4.109056531,9.821773522,34.78733317,0.486731718,63.93014175,0.912576095,0.572625613,3641.373333,1
0.932210897,5.839036686,12.66042537,51.39587911,0.258428515,58.02435008,0.899829454,0.547947304,3120.014302,1
0.923364135,4.840803273,11.49169411,49.44244893,0.264714322,61.52382399,0.896157008,0.636764706,3532.576071,1
0.978833669,1.472220951,5.136594955,12.77098592,0.743134086,38.48974208,0.90058575,0.250551471,1339.776661,1
0.950064356,2.879374795,8.330084793,25.94322205,0.515487563,48.80950716,0.857455942,0.449724265,2251.642755,1
0.953439816,3.394745403,8.966885249,27.68086751,0.448668262,50.55456265,0.855133218,0.660018382,2413.458815,1
0.944132309,4.5709529,10.76824091,47.25217692,0.298404338,65.95314555,0.90512236,0.728538603,3637.673625,1
0.943279189,4.187768736,9.442263097,46.74564107,0.338815944,69.00774686,0.931180869,0.564552696,3417.897786,1
0.934527402,4.177115221,9.972903888,49.60860697,0.353689636,72.99708654,0.931047802,0.675291054,4761.327142,1
0.949695542,3.177035213,8.325216356,40.94581604,0.480532259,70.23370493,0.934177685,0.620741422,4195.06154,1
0.952751043,2.706997392,7.394319848,33.5491689,0.55169974,63.62461184,0.930255776,0.530208333,3094.923979,1
0.962919822,2.670105748,7.3927436,32.00482686,0.566672286,62.99562755,0.942856042,0.41786152,3234.175697,1
0.944537615,4.054308388,9.47481524,33.75416565,0.345944182,51.64033936,0.898258822,0.447120098,2180.497736,1
0.945195313,3.773284669,9.493927564,31.40655518,0.464152138,57.49442009,0.893587419,0.554166667,3083.688378,1
0.943699521,3.638694755,9.380246406,29.89733378,0.396844261,49.16930047,0.895379727,0.420680147,2229.826313,1
0.935966824,4.00391013,9.653523893,34.48334249,0.355301489,54.84860838,0.877650642,0.614598652,2645.264067,1
0.955377768,3.3633027,8.498909714,31.23352051,0.456088404,56.14556172,0.928090241,0.398483456,2796.41764,1
0.948010803,3.25347676,8.546469593,32.63334147,0.475919701,58.81193756,0.918827695,0.494270833,3125.109019,1
0.948739168,3.045671553,8.215919989,29.63402812,0.500959446,55.94725061,0.915261613,0.461565564,2820.668383,1
0.930203464,3.745317748,9.576700521,32.70557658,0.389939781,54.087342,0.831536734,0.861106005,2696.941688,1
0.943818204,3.194426852,8.384639758,33.2480011,0.475156272,59.81668106,0.908839057,0.572594975,3158.893457,1
0.945427426,2.743717601,7.009970939,22.05817668,0.574492782,49.69101191,0.77176791,0.936534926,2168.337086,1
0.917530072,4.860965687,11.35174765,31.2619578,0.346528616,44.91390717,0.83995705,0.531219363,1949.555337,1
0.87975906,4.748463904,10.78506965,64.37383525,0.27782766,80.10143978,0.878961078,1.338250613,5390.225574,1
0.967707276,5.054266988,11.67164336,110.5996399,0.288528276,102.3109977,0.977677296,0.411121324,5727.486881,1
0.967968859,1.720631816,5.469234274,18.21648661,0.702184442,45.7780348,0.895574437,0.384757966,1846.99579,1
0.96191864,5.094090054,11.50701043,109.0457865,0.269998563,102.1521277,0.965525255,0.642493873,5332.210721,1
0.921894549,4.033652162,9.750543944,57.19688416,0.355537546,80.724968,0.925211508,0.872395833,5209.945535,1
0.926383345,3.151212663,8.20614443,41.88468424,0.484526642,73.47968068,0.902083576,0.946384804,4420.933549,1
0.937966543,4.402436797,9.749582664,63.34977722,0.312316082,75.62469776,0.909680513,0.935340074,3805.071207,1
0.953062686,4.569777832,10.76274363,31.40256755,0.424465692,52.78564733,0.860132412,0.677359069,2520.864879,1
0.961422626,4.530442158,10.7862994,28.61470032,0.41777101,46.98653176,0.88799851,0.40703125,2015.335293,1
0.95270361,4.40636547,10.34531999,37.28354899,0.419543467,61.38415968,0.903809821,0.59486826,3428.511888,1
0.977455995,5.311940195,12.0037616,64.83121236,0.238782472,68.3715499,0.96728431,0.259359681,3900.751591,1
0.964081831,4.677957989,10.61584188,67.96728516,0.291809641,83.57916348,0.966954497,0.423207721,5297.611183,1
0.958044103,4.187164067,9.831615599,53.88260396,0.346921074,71.66087254,0.952737981,0.443045343,3636.86623,1
0.967517416,3.52492382,8.892528761,16.11654154,0.500940414,27.92188377,0.785630122,0.250582108,665.9074077,1
0.956599265,3.92205841,10.06097303,23.17629496,0.440956265,36.81887516,0.83891753,0.370848652,1244.595683,1
0.963818934,4.169002648,10.30700016,57.24652608,0.338478109,71.96843938,0.954591294,0.430422794,3627.548597,1
0.956282516,3.123439575,7.876172266,24.11665344,0.570135059,53.71579556,0.91419402,0.444485294,2578.344636,1
0.967639381,3.774315509,9.458662733,16.93308512,0.592093474,32.50725865,0.867028224,0.236167279,1011.015389,1
0.96175112,4.447227717,10.45248749,39.18207296,0.335823511,57.62830173,0.906992445,0.532245711,2985.852976,1
0.961526921,5.789287919,12.09478497,54.94819641,0.483158461,80.75213124,0.975559065,0.289246324,6105.478328,1
0.963051033,5.827532074,12.07061203,53.17182414,0.508359708,79.89804138,0.976405693,0.275520833,5694.889097,1
0.945428557,2.997010546,7.43660518,13.69377645,0.663565108,30.13535998,0.71198706,0.407781863,808.8645752,1
0.983613664,3.484895395,8.635232265,27.14496867,0.461142618,40.11922068,0.965483492,0.076072304,1014.692588,1
0.973095183,2.54280548,7.571195663,18.32948812,0.564455472,37.60386791,0.915365521,0.188985907,1367.198201,1
0.931436213,3.223562162,8.707865333,42.0025177,0.454970803,73.18610644,0.875460304,1.219454657,5136.592949,1
0.961173006,5.252120013,11.73967327,80.36916606,0.248349484,84.43650494,0.956619585,0.533792892,5561.023626,1
0.959322607,5.415368225,11.53068152,87.78333537,0.238735391,86.27757665,0.957177567,0.544699755,4120.738137,1
0.96193363,4.999361658,11.05306898,81.47586568,0.272849935,88.21915341,0.953075008,0.648590686,5554.117248,1
0.96147223,3.227765618,8.82239017,48.50098165,0.467080195,80.1298677,0.938273467,0.762040441,5954.425589,1
0.955625237,2.533559633,6.7329235,21.86075338,0.559345305,47.44105859,0.85605813,0.57567402,1764.565492,1
0.911853207,4.406563556,10.1615799,58.31204732,0.294833756,74.74764857,0.876631507,1.238740809,3895.773258,1
0.96835498,3.103723622,8.575159111,27.33988953,0.486910564,52.10012442,0.923205622,0.368918505,2525.53362,1
0.940036929,3.385762245,8.386090697,28.17412313,0.546535128,58.25026379,0.928240099,0.393995098,2750.749789,1
0.896480418,3.903751948,9.320359344,34.14871724,0.382667929,55.88436949,0.826581854,0.902022059,2721.904315,1
0.958901399,3.470605922,8.28972024,42.31378174,0.435835515,65.65746783,0.961565939,0.302328431,3510.76624,1
0.950037585,1.41820608,5.176326253,17.11475118,0.743208874,48.8334083,0.825774516,0.731954657,2267.105886,1
0.965894808,3.049244242,8.469759639,27.90489197,0.491454315,46.11252128,0.891613009,0.341988358,1903.72662,1
0.961514611,1.285901746,4.417213838,14.53045146,0.771723031,44.61749121,0.825522302,0.607077206,1779.874263,1
0.884328315,3.559526906,9.117804038,46.98961385,0.397138917,71.38259105,0.835544215,1.384757966,4770.981727,1
0.929070105,3.653919355,8.721559868,36.58661397,0.412833764,58.67526569,0.83831329,0.899571078,2914.89707,1
0.956830612,1.994709272,6.244588415,24.99488831,0.664921426,57.71612088,0.941673882,0.327542892,3045.736628,1
0.893921477,3.74292435,9.417988397,49.94270325,0.383607848,72.50574622,0.8860066,1.012040441,4555.726147,1
0.972440294,1.571774477,5.557003944,12.35804749,0.733706251,33.86133489,0.904536776,0.159068627,1063.050173,1
0.978158373,1.209471503,4.742218276,10.45277405,0.798201889,34.49652388,0.900275167,0.185401348,1113.99889,1
0.976789726,3.436090181,7.264850505,33.9776357,0.455855548,61.30135639,0.960751568,0.135232843,1856.902754,0
0.96922309,3.20288705,7.296462915,43.00613403,0.461530518,76.54783083,0.950193972,0.282996324,3038.096042,0
0.976852314,3.257972317,7.200060942,28.37131755,0.479628652,51.3755449,0.95860795,0.101685049,1423.614145,0
0.972216295,1.964045021,6.373880237,14.86935425,0.685697449,37.35384493,0.904333783,0.206219363,1340.267769,0
0.974323719,3.337001785,7.279712876,30.73660278,0.467148204,55.51907626,0.955664487,0.12745098,1578.593432,0
0.974220537,2.356549435,5.431254163,22.03697713,0.604489714,51.05162395,0.945384665,0.136887255,1519.935378,0
0.971119536,2.659211174,5.921430311,24.73670959,0.558264748,53.25631958,0.946499983,0.142892157,1626.084911,0
0.979372702,2.615955031,5.792969544,25.5864563,0.574949321,53.94302001,0.959656301,0.121875,1480.615888,0
0.96761044,2.278268277,6.88844181,20.42939758,0.628953556,47.08833968,0.922125262,0.26317402,2087.082701,0
0.971408803,3.042709624,7.385482959,23.36631775,0.518041014,46.76100141,0.936546954,0.128262868,1360.579483,0
0.969443679,3.091587545,7.517434201,22.61064657,0.512413712,44.61869999,0.929113964,0.128431373,1210.424492,0
0.9672572,3.386976691,8.088421318,26.0507609,0.46732985,48.16621197,0.931308708,0.143443627,1384.184553,0
0.966568153,3.029728205,7.476454912,21.71395365,0.52857229,40.25161078,0.929165563,0.116881127,1063.517134,0
0.966382178,3.052902044,7.440062168,21.8197581,0.525386914,40.33256705,0.92729259,0.119822304,1074.627343,0
0.955645425,3.539568539,7.988610013,25.0900472,0.468852019,43.80605358,0.919522254,0.157199755,1330.398226,0
0.959313725,3.138759303,7.440395274,24.32569885,0.491159529,45.89830128,0.919141429,0.163817402,1410.32471,0
0.960305862,3.140754028,7.462441117,24.10712179,0.494420523,45.53843014,0.916386164,0.168014706,1394.545615,0
0.957817096,3.394950565,7.811985971,26.28481547,0.462961775,45.8647497,0.911496287,0.189154412,1362.83192,0
0.969371681,2.850206654,6.652516228,26.82000224,0.555900144,56.35669781,0.940567412,0.170511642,2244.55435,0
0.972542892,3.619954583,8.796020909,27.79506429,0.449840478,49.36524411,0.948965445,0.125199142,1896.689993,0
0.966208567,4.106837889,9.409887816,38.53873698,0.375521257,62.00626382,0.943254781,0.179840686,2684.566415,0
0.975634957,3.165486139,7.622807951,21.94960022,0.51485923,40.85288128,0.937916434,0.100520833,1201.281555,0
0.975505661,3.205066225,7.748359024,22.35420736,0.508952448,41.17309394,0.938031498,0.101685049,1225.39558,0
0.962822202,2.830775041,6.523099529,24.60846456,0.543939721,50.91526284,0.927536266,0.171966912,1728.490462,0
0.962617953,2.828963137,6.499135616,24.60690816,0.543882213,50.9138241,0.929072462,0.166819853,1721.368557,0
0.977404514,-124.4279995,7.246144107,33.51172892,0.461026772,61.09242106,0.961767042,0.129626225,1901.616084,0
