Homogeneity,Entropy,RMS,Mean,Energy,Standard_Deviation,Correlation,Contrast,Variance,Output
0.97076243,-123.6059766,7.345527035,42.31729126,0.466879048,75.99478105,0.954063409,0.25971201,3129.414943,0
0.976314229,-122.7839537,7.374578902,28.44471741,0.473971227,51.04833674,0.958383841,0.101348039,1448.145507,0
0.976049071,-121.9619308,7.5514121,28.41641744,0.471736428,50.43141537,0.95554094,0.106219363,1456.957928,0
0.974873913,-121.1399079,7.422791875,29.8396759,0.474902867,54.60146277,0.955284622,0.124172794,1683.160423,0
0.961952979,-120.317885,6.640748362,19.09770711,0.607647333,43.63510939,0.890067603,0.256954657,1613.648538,0
0.970986009,-119.4958621,5.918904987,24.99194845,0.559731191,53.69703862,0.945131802,0.150704657,1641.121099,0
0.977104561,-118.6738392,6.350682816,22.98196411,0.590241371,50.91664135,0.943401244,0.151776961,1650.233731,0
0.975294118,-117.8518163,7.385630852,32.28400167,0.462592823,58.86194212,0.956223777,0.132628676,1807.894107,0
0.969765625,-117.0297935,7.711037275,25.35067749,0.488105299,48.32642115,0.93661607,0.135294118,1382.372229,0
0.969212367,-116.2077706,7.640016818,23.30865987,0.501764063,45.1296875,0.931422059,0.127159926,1221.160956,0
0.969014246,-115.3857477,7.667558131,23.83214823,0.499676968,46.37870236,0.930763415,0.135003064,1309.59982,0
0.967320772,-114.5637248,7.399130283,21.45672607,0.532590138,40.02212902,0.929141838,0.115778186,1046.154923,0
0.967307168,-113.7417019,7.34316949,21.39667765,0.532968708,40.05916225,0.928447402,0.11651348,1068.039261,0
0.955929841,-112.919679,7.875195535,24.66107178,0.4754181,43.43602259,0.918587223,0.157077206,1306.663888,0
0.960917075,-112.0976561,7.293270668,23.41610718,0.50521966,45.22439202,0.919440843,0.159497549,1400.181484,0
0.96061249,-111.2756332,7.44151272,23.93172709,0.497250901,45.43235555,0.915921452,0.168596814,1397.179728,0
0.960342882,-110.4536103,7.51537917,24.71558634,0.48191037,44.51187967,0.914049516,0.167647059,1280.67195,0
0.968752553,-109.6315874,6.905718872,27.60724894,0.545094435,56.75286551,0.940727194,0.172487745,2300.030828,0
0.971637306,-108.8095645,8.028420765,25.1708374,0.485475346,47.47674687,0.944542229,0.126087623,1690.244292,0
0.965064776,-107.9875416,9.28455627,38.60475159,0.373569139,62.06007043,0.941893056,0.184528186,2609.741927,0
0.974984864,-107.1655187,7.67173266,22.12089539,0.51217693,40.97539026,0.935602777,0.104840686,1205.861745,0
0.975894608,-106.3434958,7.619904813,21.87492371,0.516032264,40.77547664,0.937172041,0.101838235,1202.985393,0
0.952158431,-105.5214729,9.048154347,29.06930033,0.464006662,50.58380895,0.89587608,0.375796569,2286.650969,0
0.962167075,-104.69945,6.575405199,25.12559001,0.536786415,51.2643414,0.928676428,0.170680147,1739.394553,0
0.962568423,-103.8774271,6.510389176,24.78124491,0.541737628,51.08219489,0.928860834,0.168841912,1725.966257,0
0.96166156,-103.0554042,6.556719678,25.0298818,0.537195269,51.31663986,0.929979915,0.167984069,1736.696967,0
0.957525531,-102.2333813,7.808534028,24.40130615,0.46731426,44.28297106,0.918405122,0.145680147,1266.974158,0
0.957594465,-101.4113584,7.904688163,24.84258525,0.463939787,44.79442766,0.918944319,0.147089461,1305.49337,0
0.957446895,-100.5893355,7.974465099,25.16101074,0.45799477,45.02758839,0.920295501,0.14620098,1314.963167,0
0.979845355,-99.76731257,6.190456362,13.68136597,0.659675615,29.15742183,0.914600071,0.071844363,647.9225012,0
0.981682934,-98.94528967,6.055389901,12.87841288,0.677543225,28.05190547,0.908501044,0.072058824,609.0638844,0
0.974391376,-98.12326677,7.223264077,21.82821655,0.596455405,45.11478594,0.964291355,0.121001838,1869.302423,0
0.983827541,-97.30124387,6.088112489,12.08936564,0.685171482,26.26631242,0.905133354,0.062882966,540.9960592,0
0.951222974,-96.47922098,9.513316648,38.66672262,0.377959327,59.0585996,0.939682587,0.215364583,2540.650048,0
0.950621681,-95.65719808,9.698268408,39.6145579,0.369178557,59.65112202,0.945011681,0.201593137,2616.073972,0
0.952192862,-94.83517518,9.670786236,39.20918274,0.366753841,58.75695882,0.942551763,0.201041667,2392.226761,0
0.955576236,-94.01315228,7.810042668,24.27217102,0.46944946,44.17201456,0.916092209,0.153339461,1286.937054,0
0.953804199,-93.19112938,7.705120548,30.5167745,0.45581814,53.43609396,0.925966622,0.201256127,1628.525878,0
0.953518689,-92.36910648,7.545970731,28.89486694,0.46589934,51.86490782,0.924764883,0.189123775,1552.535534,0
0.953434254,-91.54708358,7.607493689,29.21999613,0.462741116,51.95370421,0.926880537,0.187714461,1556.045237,0
0.932000832,-90.72506068,11.33391784,42.39312236,0.281330328,53.06025263,0.873082844,0.393872549,2177.644248,0
0.928989226,-89.90303778,11.00841582,44.2756958,0.269885606,55.06116076,0.880565876,0.401102941,2182.004368,0
0.926885139,-89.08101488,9.937703054,31.00676473,0.392681654,49.02120845,0.793732013,0.626608456,1998.581741,0
0.971100789,-88.25899199,8.053854837,28.48740641,0.470205011,53.84292013,0.942260847,0.141115196,2050.90952,0
0.968557386,-87.43696909,8.029453353,28.17038472,0.473598506,53.46938507,0.939725508,0.147181373,2046.845984,0
0.96221252,-86.61494619,9.624908587,38.91597493,0.342123875,59.47901507,0.94645998,0.148498775,2123.369655,0
0.964904769,-85.79292329,8.725984745,32.38320414,0.414974959,56.56606793,0.940922493,0.158425245,2173.68593,0
0.976494843,-84.97090039,7.139264292,21.38201904,0.527959752,42.1953912,0.941245723,0.097977941,1293.922938,0
0.975624745,-84.14887749,6.978802095,21.01997884,0.536271119,42.15901508,0.938741454,0.102573529,1284.15558,0
0.950317606,-83.32685459,9.193326669,29.68860881,0.452748526,50.69141341,0.892230509,0.387898284,2308.583706,0
0.96095767,-82.50483169,6.682102391,25.75650533,0.526674127,51.86486277,0.931156545,0.16875,1770.851038,0
0.957590635,-81.68280879,7.806099067,24.43693034,0.468246305,44.50300779,0.918429282,0.1453125,1283.755062,0
0.957894199,-80.86078589,7.725951107,24.29530843,0.471582148,44.43027938,0.918366106,0.146997549,1276.667391,0
0.957804075,-80.038763,7.924573541,25.06337484,0.459959538,44.98043373,0.921072758,0.144515931,1308.984754,0
0.982685538,-79.2167401,5.815702627,12.32425944,0.691010537,27.84653261,0.91763683,0.061810662,603.0532753,0
0.983033252,-78.3947172,5.859050453,11.96759542,0.694255977,26.78766736,0.908557036,0.062576593,554.6125838,0
0.981868015,-77.5726943,5.939584319,12.59451294,0.684130858,27.71397888,0.911023003,0.067830882,590.9114383,0
0.985619766,-76.7506714,5.783519981,10.84007263,0.713799202,25.02587677,0.911320056,0.052665441,505.5445535,0
0.952631667,-75.9286485,9.409074325,37.82429504,0.387531664,58.68113522,0.940700648,0.209620098,2536.092762,0
0.95108237,-75.1066256,9.681250342,39.46580505,0.370311395,59.56883599,0.945246466,0.20010723,2610.193015,0
0.953061172,-74.2846027,9.622483471,38.84168498,0.370952386,58.60214551,0.943997707,0.194914216,2387.959096,0
0.956527012,-73.4625798,7.653879157,23.62396749,0.47979185,43.74868316,0.916251208,0.149969363,1268.836519,0
0.956166915,-72.6405569,7.420957465,28.77699788,0.477956223,52.11930069,0.928507867,0.184313725,1571.998352,0
0.955699222,-71.81853401,7.389353909,28.06929016,0.477195476,51.16622688,0.926619639,0.182015931,1536.424844,0
0.954861549,-70.99651111,7.376203887,28.08650716,0.477581534,51.18623083,0.925627591,0.184221814,1523.377347,0
0.954207553,-70.17448821,7.500600658,28.49567159,0.470077664,51.2179891,0.927246367,0.181801471,1515.883548,0
0.933322537,-69.35246531,11.24195339,41.87307739,0.287389998,53.04892075,0.876620741,0.383823529,2191.596483,0
0.926504399,-68.53044241,9.956912118,31.1868337,0.389019138,48.97610144,0.793060246,0.626317402,1985.941164,0
0.971081641,-67.70841951,7.80220674,27.99793498,0.476057241,53.43241869,0.940437515,0.144056373,1958.142779,0
0.969068409,-66.88639661,7.706433247,27.10246785,0.487554814,52.69745634,0.937805525,0.146997549,1954.819125,0
0.969731669,-66.06437371,8.068396933,28.74353027,0.465326715,53.86598857,0.93956899,0.149080882,2027.156908,0
0.966736366,-65.24235081,8.353713755,29.90385437,0.445542148,54.72432606,0.938938237,0.155315564,2067.320282,0
0.975532067,-64.42032791,7.245716306,22.03931173,0.516743773,42.68103216,0.94090573,0.102083333,1309.152295,0
0.974451593,-63.59830502,7.430790217,22.51357524,0.511488427,43.32559993,0.938337803,0.108547794,1370.044275,0
0.95074992,-62.77628212,11.2691266,56.68479411,0.238419511,64.5961658,0.937313128,0.295955882,2518.758824,0
0.939497002,-61.95425922,11.81385285,68.24702962,0.200512421,73.72332065,0.928386384,0.465242034,3554.819178,0
0.946956043,-61.13223632,11.50858586,63.74293009,0.225252725,72.1475797,0.934244903,0.399417892,3216.29941,0
0.925793414,-60.31021342,13.38752843,91.40237935,0.138851364,78.99269921,0.947913073,0.393244485,4431.73018,0
0.9398664,-59.48819052,10.82944589,50.2559611,0.291080923,67.18064033,0.903782229,0.506341912,4030.863024,0
0.925538942,-58.66616762,13.45518945,92.35097249,0.134547857,77.76171912,0.946479042,0.392876838,4035.617411,0
0.927454081,-57.84414472,13.3742473,91.30243937,0.137683365,78.36585709,0.947319645,0.404947917,4339.593862,0
0.966452133,-57.02212182,7.106730136,17.24552917,0.56642116,38.37969084,0.790237536,0.298651961,1142.267323,0
0.964376605,-56.20009892,7.519908497,21.46461995,0.510405265,42.4075835,0.870801937,0.231112132,1292.835767,0
0.941386117,-55.37807603,8.703857969,57.31668091,0.391130823,81.23079968,0.942192802,0.525229779,4678.75065,0
0.959656644,-54.55605313,7.541940112,21.868337,0.493521905,43.04979354,0.850236935,0.275643382,1322.513261,0
0.94938244,-53.73403023,11.85020347,60.25876363,0.218285273,65.18608725,0.95039078,0.245143995,2684.715204,0
0.961214585,-52.91200733,7.833396138,21.40053304,0.488322601,41.17908046,0.841926082,0.258210784,1232.468355,0
0.953564389,-52.08998443,11.99899634,59.27589925,0.219629677,64.17236919,0.9478944,0.251210172,2705.483313,0
0.932962185,-51.26796153,12.50569173,71.98410543,0.178978803,74.98381566,0.953694206,0.308164828,3826.067631,0
0.945493187,-50.44593863,11.91689134,65.92895508,0.227137613,72.18104629,0.960290327,0.267723652,4118.564783,0
0.94555716,-49.62391573,11.91443233,65.8961436,0.227353075,72.17158793,0.960358226,0.267141544,4117.870806,0
0.94802552,-48.80189283,8.678491682,54.57062785,0.470006872,85.37266263,0.943641187,0.601424632,6503.397022,0
0.944056774,-47.97986993,12.3775399,66.86282349,0.20147174,71.97640325,0.948223109,0.310033701,3710.121789,0
0.952717233,-47.15784704,10.93388419,54.69326274,0.285495813,69.74812872,0.947522705,0.272564338,3545.263748,0
0.94424957,-46.33582414,11.23333923,55.51737976,0.267120712,71.45418008,0.952943747,0.299708946,3992.210463,0
0.94693704,-45.51380124,11.32367767,58.49942017,0.248732835,72.21256345,0.953373297,0.274877451,3719.96501,0
0.94693704,-44.69177834,11.32367767,58.49942017,0.248732835,72.21256345,0.953373297,0.274877451,3719.96501,0
0.948319072,-43.86975544,11.50816705,57.89124552,0.243563554,71.07810284,0.948382049,0.284727328,3501.915845,0
0.969363073,-43.04773254,11.49573188,56.82986959,0.259067798,70.60611142,0.962252625,0.208517157,3602.318477,0
0.953538457,-42.22570964,12.05592065,60.02178955,0.223748702,69.27702896,0.953894488,0.250628064,3652.888395,0
0.945360863,-41.40368674,11.2829909,59.02135213,0.254813375,71.95649719,0.95109575,0.306893382,3866.027416,0
0.949572902,-40.58166384,11.32013965,59.83216858,0.254588902,72.21329566,0.956327498,0.254748775,3705.350399,0
0.952047736,-39.75964094,11.89664891,68.19391886,0.221005291,74.94319494,0.960496152,0.252205882,3945.694384,0
0.944958457,-38.93761805,11.58118504,64.20905558,0.232270433,75.54563587,0.954137371,0.301731005,4126.188351,0
0.945496834,-38.11559515,12.69700359,75.22992452,0.180323631,75.17015521,0.961606238,0.239767157,3866.754231,0
0.948529849,-37.29357225,12.22179177,67.37653605,0.210073713,74.16086102,0.957523024,0.236351103,3824.433653,0
0.937036721,-36.47154935,12.54086183,71.41214498,0.195107707,75.490482,0.951142309,0.261734069,3685.376778,0
0.933928316,-35.64952645,12.13280133,72.77896118,0.195708753,76.19006771,0.935745258,0.378538603,3811.479805,0
0.949106559,-34.82750355,10.88892663,52.77641805,0.262514554,68.89071204,0.91339873,0.389338235,3297.208813,0
0.945732632,-34.00548065,10.85123973,54.06856283,0.276042391,70.18071196,0.920938932,0.417830882,3737.872463,0
0.944510132,-33.18345775,10.84837529,52.4924469,0.264076806,68.92714423,0.913560141,0.432169118,3431.747811,0
0.943847127,-32.36143485,10.51057812,51.73988342,0.29219043,70.43029993,0.911100847,0.506954657,3904.11461,0
0.93090741,-31.53941195,11.64129118,65.55648295,0.213073176,75.1560347,0.925529002,0.495557598,4138.334553,0
0.93207334,-30.71738906,10.62892805,56.99020386,0.274916604,73.25301382,0.906617073,0.612561275,4051.052311,0
0.939425588,-29.89536616,10.64211609,49.17550659,0.307558736,67.99395273,0.88666679,0.551378676,3818.223161,0
0.932933116,-29.07334326,11.72709219,66.42727153,0.221009026,75.52810559,0.907461325,0.62489277,4556.631232,0
0.931690046,-28.25132036,11.61205655,68.18173726,0.222559911,76.83980075,0.911706096,0.628186275,4504.33537,0
0.936341401,-27.42929746,11.28589907,67.4365743,0.230501558,77.75521911,0.919812124,0.591957721,4406.999748,0
0.9451123,-26.60727456,11.28262058,65.06012472,0.236508192,77.19655836,0.941152289,0.417493873,4368.376589,0
0.941573296,-25.78525166,10.63043396,62.019104,0.263511778,76.96533486,0.940544685,0.409160539,4214.248422,0
0.946152909,-24.96322876,10.72440577,60.8631134,0.281435938,76.61247573,0.950496272,0.345297181,4393.372053,0
0.936829081,-24.14120586,11.46552083,71.62118022,0.222637883,79.69377752,0.951160797,0.364828431,4445.039161,0
0.92638112,-23.31918296,12.04539751,76.00980632,0.18544819,79.61856566,0.945780413,0.397426471,4575.976034,0
0.932303156,-22.49716007,11.37285377,67.85376485,0.237370219,77.68762361,0.930451706,0.485508578,4416.206666,0
0.94119343,-21.67513717,11.39264455,63.8117981,0.253741299,75.63892937,0.941585002,0.358609069,4369.388733,0
0.941235265,-20.85311427,11.79127741,69.4877065,0.227642008,77.5454528,0.945374646,0.356724877,4436.287561,0
0.94174439,-20.03109137,11.25566733,61.99005636,0.248692357,75.82872511,0.929181296,0.440027574,4216.980599,0
0.929414683,-19.20906847,11.90092525,68.928538,0.211003739,76.55149741,0.921301514,0.507506127,4306.557229,0
0.929414683,-18.38704557,11.90092525,68.928538,0.211003739,76.55149741,0.921301514,0.507506127,4306.557229,0
0.936635227,-17.56502267,10.54673407,49.59578451,0.317445751,69.92482978,0.881722607,0.74833027,4290.893152,0
0.957629625,-16.74299977,9.395451293,35.80225627,0.454074559,60.8569533,0.929287268,0.35479473,3221.75176,0
0.940111808,-15.92097687,9.668718301,40.58569336,0.387374692,63.45351299,0.872423591,0.669255515,3422.012587,0
0.955330554,-15.09895397,10.98582308,41.04101563,0.314469714,56.27317222,0.917924086,0.255882353,2715.754053,0
0.959348776,-14.27693108,10.93231626,43.3250529,0.313195716,59.51983838,0.941603875,0.190012255,2951.477745,0
0.982015165,-13.45490818,5.957524261,22.21414185,0.61369222,52.15051084,0.948690311,0.13916973,2083.983958,0
0.968433634,-12.63288528,8.910745686,36.4985555,0.504696182,64.59613011,0.951610899,0.302757353,3705.346421,0
0.956167662,-11.81086238,9.280257397,38.19078064,0.432720969,63.39766853,0.941705407,0.307582721,2958.262493,0
0.96106583,-10.98883948,9.80798368,36.15994771,0.394916859,56.91987694,0.942420944,0.24463848,2722.398498,0
0.955110112,-10.16681658,9.496145042,35.26998901,0.409561883,56.62376638,0.932965744,0.282429534,2622.720004,0
0.953434582,-9.344793681,10.81136953,39.25645447,0.354510228,56.23680341,0.932150366,0.318995098,2727.218614,0
0.952493544,-8.522770782,10.29337113,37.80138652,0.376838745,56.78651435,0.937980061,0.300750613,2907.076369,0
0.954845592,-7.700747883,10.95744976,42.80585225,0.317711612,59.52731533,0.926598753,0.350995711,3088.051451,0
0.954661841,-6.878724984,10.97580795,42.27341715,0.32205397,58.4638522,0.927431655,0.334313725,3007.606905,0
0.961702082,-6.056702085,9.228589323,34.73888143,0.426149406,58.0118063,0.943926261,0.219546569,2617.612318,0
0.947600811,-5.234679186,10.07051023,55.34547933,0.345505039,76.38609069,0.966256558,0.262408088,4319.286671,0
0.952055723,-4.412656287,9.892791935,46.20218913,0.355478841,62.05905898,0.945794751,0.244240196,2909.86545,0
0.949979575,-3.590633388,9.603258387,46.59079488,0.35587904,65.78268694,0.958896029,0.212469363,3205.059053,0
0.967795212,-2.768610489,10.15700612,40.97704061,0.355610662,56.97397418,0.966012421,0.104901961,2176.06117,0
0.967689185,-1.94658759,10.52589254,52.80152384,0.325337002,72.43667707,0.977255882,0.116237745,3587.70543,0
0.965741166,-1.124564691,9.683291892,42.0603536,0.382623408,63.25944686,0.965481965,0.134099265,2825.596529,0
0.962381281,-0.302541792,9.884280258,48.59977722,0.355400122,70.95848803,0.967923772,0.163756127,3525.962913,0
0.96273784,0.519481107,10.16780165,50.12203979,0.339875045,70.97241351,0.967364421,0.157950368,3483.192466,0
0.954041127,1.341504006,10.99369042,47.37005615,0.315569806,63.67436603,0.953120233,0.250122549,3311.58502,0
0.933812989,2.163526905,10.58640085,54.03226725,0.314779909,74.05310212,0.886777188,0.815119485,4917.459593,0
0.965170949,2.985549804,8.017354253,29.1076711,0.537571674,57.67004018,0.935474542,0.277083333,2971.25547,0
0.949784591,3.807572703,9.580801454,36.77744548,0.409606278,59.60462838,0.883559203,0.52098652,3198.609204,0
