Entropy,Homogeneity,Mean,Correlation,Standard,Energy,Contrast,Output
3.670188747,0.941917254,27.63313293,0.863453889,44.85289082,0.39133729,0.464874387,1
4.745578746,0.922493307,58.89750163,0.916951377,75.33982335,0.313093872,0.717677696,1
2.89201717,0.96449268,23.57006836,0.927552833,44.41007688,0.516601951,0.23203125,1
3.390804897,0.951921266,27.90689596,0.924638888,49.46924948,0.466994576,0.312040441,1
2.914716788,0.951188488,25.68444316,0.885033879,51.52676341,0.536796312,0.517279412,1
2.877972134,0.960395786,28.65498352,0.926682102,55.05236969,0.529085446,0.384803922,1
4.241133923,0.953362329,56.72569275,0.944621638,75.83653698,0.342844064,0.600474877,1
3.447043785,0.940526487,44.15743001,0.895377303,71.80705332,0.430860233,1.021415441,1
4.598778239,0.953022219,38.64521281,0.92770103,50.13442915,0.291957899,0.305897672,1
2.78380629,0.969093757,18.62585958,0.893569165,38.82371397,0.578748456,0.183762255,1
3.429061562,0.956821895,33.83140055,0.892269417,53.6839031,0.439105635,0.414690564,1
3.707974686,0.960070429,31.14694722,0.892833015,48.47757612,0.416259627,0.283042279,1
3.714228857,0.925633936,31.74020894,0.861889167,50.40504882,0.383664118,0.591605392,1
3.304707177,0.932065881,32.04348755,0.876130691,56.82705147,0.452307437,0.72578125,1
2.782757723,0.955765913,23.13698324,0.887472398,49.29923733,0.565050816,0.39676777,1
2.768245953,0.953475578,22.50971476,0.882048015,48.08600053,0.565181895,0.393321078,1
2.769839755,0.95939878,22.59616597,0.894334985,48.39506468,0.568667822,0.356617647,1
2.971578435,0.95987674,29.68072001,0.926451401,57.75502019,0.513704073,0.434436275,1
3.291706184,0.95062759,36.09106445,0.9290929,64.50375774,0.455913583,0.531326593,1
2.840831211,0.930554936,28.62808228,0.843261795,52.88969689,0.500776316,0.662025123,1
3.186425206,0.957544078,29.61386617,0.926157407,53.8591032,0.471168972,0.363771446,1
5.468292957,0.906694714,60.65636698,0.920796234,75.39130919,0.266169504,0.726363358,1
3.589299436,0.914491476,48.29800415,0.895439523,74.93518396,0.415038154,0.929396446,1
2.201447406,0.964235108,24.49181112,0.916426377,55.43450783,0.633854986,0.46171875,1
2.426260426,0.961918476,26.7855072,0.925817474,57.91782091,0.599926836,0.449816176,1
3.985411073,0.925460562,37.57182821,0.845061181,62.98899217,0.390160013,1.071492034,1
3.838154703,0.916175048,37.96868896,0.870045839,69.36694535,0.4634404,1.036580882,1
3.666031598,0.942860754,30.52436829,0.877805241,59.07339477,0.47152956,0.750934436,1
3.743782029,0.933427743,33.75322978,0.878548369,61.67156745,0.430592837,0.818719363,1
4.270185504,0.955240831,30.5619812,0.863915632,44.11926654,0.336445465,0.433348652,1
2.935089669,0.947130402,33.39750671,0.941309807,62.64160856,0.526210927,0.414797794,1
1.444704859,0.981399503,12.8944753,0.921900065,40.68772121,0.764322955,0.168765319,1
2.683317172,0.952624446,27.47299194,0.932987823,57.93679713,0.581441164,0.402527574,1
1.228007145,0.982476037,11.19910177,0.930126309,38.63474687,0.8002286,0.146384804,1
2.829603488,0.96482172,23.84518433,0.913937082,46.10861396,0.528718676,0.308379289,1
2.789800557,0.965393725,23.98846436,0.911844536,46.88139907,0.535674267,0.326210172,1
2.247352624,0.954026027,18.26633708,0.840240203,42.05265051,0.608724818,0.484390319,1
4.016006528,0.931801525,39.88990784,0.922739518,60.11795361,0.385779928,0.432996324,1
3.229943467,0.931427167,33.46047465,0.872370942,58.38468351,0.454168079,0.713648897,1
3.229852643,0.9231765,37.86365763,0.892403757,68.16190605,0.490646681,0.763128064,1
3.51516497,0.932740393,33.12879944,0.914528464,54.094458,0.418212517,0.435814951,1
3.8347905,0.966159292,38.82404073,0.954115882,62.3894399,0.398159465,0.200490196,1
3.678344659,0.966603277,40.52891032,0.947088656,67.13571113,0.412995169,0.254932598,1
3.821854879,0.966257988,36.02749634,0.955980598,58.2091701,0.402289801,0.168811275,1
3.358897152,0.940897106,29.4335734,0.873360042,57.41271224,0.503540833,0.676072304,1
3.601364506,0.930129424,44.09680684,0.9089744,69.12879214,0.398730176,0.755958946,1
2.686240013,0.961499238,23.5355072,0.924033238,46.73029933,0.546110872,0.299050245,1
3.390397981,0.9488774,33.858078,0.923925195,57.99169012,0.442117033,0.458011642,1
3.087203443,0.943356512,32.26946513,0.912221677,58.80970185,0.483215024,0.556832108,1
1.969303744,0.961940432,19.96761576,0.874705916,47.73695936,0.657321205,0.431173407,1
4.598982345,0.940876353,49.0514679,0.932012891,65.20227907,0.2957507,0.504258578,1
4.359596836,0.939510023,48.26647441,0.931906607,63.83024147,0.316123321,0.483976716,1
3.349561925,0.923848057,31.94950358,0.850830833,55.18076133,0.434413788,0.803247549,1
3.660851568,0.901520064,47.73205566,0.920103981,75.99400071,0.440338868,0.737821691,1
3.006620779,0.92878102,26.1105245,0.821652201,49.70687736,0.486156086,0.756632966,1
3.154100719,0.964550599,33.35278829,0.936619325,58.93368832,0.48343292,0.405453431,1
3.089688324,0.928321662,28.67622375,0.849871396,53.70117621,0.475443425,0.774356618,1
3.300638419,0.954081357,29.3350118,0.934125215,52.49540075,0.455140729,0.322870711,1
3.924425862,0.9230369,33.48757935,0.855519653,55.34956033,0.386103784,0.750719975,1
3.183539041,0.955184735,32.70072428,0.920247969,63.76177982,0.484380601,0.424938725,1
4.087900692,0.960183532,40.11760457,0.94676842,66.25937292,0.365220898,0.26495098,1
3.231196722,0.961427113,31.12433879,0.946668402,60.83206377,0.474440628,0.23370098,1
3.39889933,0.947689349,30.35565694,0.915403853,56.33459131,0.442661962,0.460799632,1
3.403826816,0.950024583,29.62926229,0.922005554,55.4798381,0.44365946,0.409252451,1
4.109056531,0.935063591,34.78733317,0.912576095,63.93014175,0.486731718,0.572625613,1
5.839036686,0.932210897,51.39587911,0.899829454,58.02435008,0.258428515,0.547947304,1
4.840803273,0.923364135,49.44244893,0.896157008,61.52382399,0.264714322,0.636764706,1
1.472220951,0.978833669,12.77098592,0.90058575,38.48974208,0.743134086,0.250551471,1
2.879374795,0.950064356,25.94322205,0.857455942,48.80950716,0.515487563,0.449724265,1
3.394745403,0.953439816,27.68086751,0.855133218,50.55456265,0.448668262,0.660018382,1
4.5709529,0.944132309,47.25217692,0.90512236,65.95314555,0.298404338,0.728538603,1
4.187768736,0.943279189,46.74564107,0.931180869,69.00774686,0.338815944,0.564552696,1
4.177115221,0.934527402,49.60860697,0.931047802,72.99708654,0.353689636,0.675291054,1
3.177035213,0.949695542,40.94581604,0.934177685,70.23370493,0.480532259,0.620741422,1
2.706997392,0.952751043,33.5491689,0.930255776,63.62461184,0.55169974,0.530208333,1
2.670105748,0.962919822,32.00482686,0.942856042,62.99562755,0.566672286,0.41786152,1
4.054308388,0.944537615,33.75416565,0.898258822,51.64033936,0.345944182,0.447120098,1
3.773284669,0.945195313,31.40655518,0.893587419,57.49442009,0.464152138,0.554166667,1
3.638694755,0.943699521,29.89733378,0.895379727,49.16930047,0.396844261,0.420680147,1
4.00391013,0.935966824,34.48334249,0.877650642,54.84860838,0.355301489,0.614598652,1
3.3633027,0.955377768,31.23352051,0.928090241,56.14556172,0.456088404,0.398483456,1
3.25347676,0.948010803,32.63334147,0.918827695,58.81193756,0.475919701,0.494270833,1
3.045671553,0.948739168,29.63402812,0.915261613,55.94725061,0.500959446,0.461565564,1
3.745317748,0.930203464,32.70557658,0.831536734,54.087342,0.389939781,0.861106005,1
3.194426852,0.943818204,33.2480011,0.908839057,59.81668106,0.475156272,0.572594975,1
2.743717601,0.945427426,22.05817668,0.77176791,49.69101191,0.574492782,0.936534926,1
4.860965687,0.917530072,31.2619578,0.83995705,44.91390717,0.346528616,0.531219363,1
4.748463904,0.87975906,64.37383525,0.878961078,80.10143978,0.27782766,1.338250613,1
5.054266988,0.967707276,110.5996399,0.977677296,102.3109977,0.288528276,0.411121324,1
1.720631816,0.967968859,18.21648661,0.895574437,45.7780348,0.702184442,0.384757966,1
5.094090054,0.96191864,109.0457865,0.965525255,102.1521277,0.269998563,0.642493873,1
4.033652162,0.921894549,57.19688416,0.925211508,80.724968,0.355537546,0.872395833,1
3.151212663,0.926383345,41.88468424,0.902083576,73.47968068,0.484526642,0.946384804,1
4.402436797,0.937966543,63.34977722,0.909680513,75.62469776,0.312316082,0.935340074,1
4.569777832,0.953062686,31.40256755,0.860132412,52.78564733,0.424465692,0.677359069,1
4.530442158,0.961422626,28.61470032,0.88799851,46.98653176,0.41777101,0.40703125,1
4.40636547,0.95270361,37.28354899,0.903809821,61.38415968,0.419543467,0.59486826,1
5.311940195,0.977455995,64.83121236,0.96728431,68.3715499,0.238782472,0.259359681,1
4.677957989,0.964081831,67.96728516,0.966954497,83.57916348,0.291809641,0.423207721,1
4.187164067,0.958044103,53.88260396,0.952737981,71.66087254,0.346921074,0.443045343,1
3.52492382,0.967517416,16.11654154,0.785630122,27.92188377,0.500940414,0.250582108,1
3.92205841,0.956599265,23.17629496,0.83891753,36.81887516,0.440956265,0.370848652,1
4.169002648,0.963818934,57.24652608,0.954591294,71.96843938,0.338478109,0.430422794,1
3.123439575,0.956282516,24.11665344,0.91419402,53.71579556,0.570135059,0.444485294,1
3.774315509,0.967639381,16.93308512,0.867028224,32.50725865,0.592093474,0.236167279,1
4.447227717,0.96175112,39.18207296,0.906992445,57.62830173,0.335823511,0.532245711,1
5.789287919,0.961526921,54.94819641,0.975559065,80.75213124,0.483158461,0.289246324,1
5.827532074,0.963051033,53.17182414,0.976405693,79.89804138,0.508359708,0.275520833,1
2.997010546,0.945428557,13.69377645,0.71198706,30.13535998,0.663565108,0.407781863,1
3.484895395,0.983613664,27.14496867,0.965483492,40.11922068,0.461142618,0.076072304,1
2.54280548,0.973095183,18.32948812,0.915365521,37.60386791,0.564455472,0.188985907,1
3.223562162,0.931436213,42.0025177,0.875460304,73.18610644,0.454970803,1.219454657,1
5.252120013,0.961173006,80.36916606,0.956619585,84.43650494,0.248349484,0.533792892,1
5.415368225,0.959322607,87.78333537,0.957177567,86.27757665,0.238735391,0.544699755,1
4.999361658,0.96193363,81.47586568,0.953075008,88.21915341,0.272849935,0.648590686,1
3.227765618,0.96147223,48.50098165,0.938273467,80.1298677,0.467080195,0.762040441,1
2.533559633,0.955625237,21.86075338,0.85605813,47.44105859,0.559345305,0.57567402,1
4.406563556,0.911853207,58.31204732,0.876631507,74.74764857,0.294833756,1.238740809,1
3.103723622,0.96835498,27.33988953,0.923205622,52.10012442,0.486910564,0.368918505,1
3.385762245,0.940036929,28.17412313,0.928240099,58.25026379,0.546535128,0.393995098,1
3.903751948,0.896480418,34.14871724,0.826581854,55.88436949,0.382667929,0.902022059,1
3.470605922,0.958901399,42.31378174,0.961565939,65.65746783,0.435835515,0.302328431,1
1.41820608,0.950037585,17.11475118,0.825774516,48.8334083,0.743208874,0.731954657,1
3.049244242,0.965894808,27.90489197,0.891613009,46.11252128,0.491454315,0.341988358,1
1.285901746,0.961514611,14.53045146,0.825522302,44.61749121,0.771723031,0.607077206,1
3.559526906,0.884328315,46.98961385,0.835544215,71.38259105,0.397138917,1.384757966,1
3.653919355,0.929070105,36.58661397,0.83831329,58.67526569,0.412833764,0.899571078,1
1.994709272,0.956830612,24.99488831,0.941673882,57.71612088,0.664921426,0.327542892,1
3.74292435,0.893921477,49.94270325,0.8860066,72.50574622,0.383607848,1.012040441,1
1.571774477,0.972440294,12.35804749,0.904536776,33.86133489,0.733706251,0.159068627,1
1.209471503,0.978158373,10.45277405,0.900275167,34.49652388,0.798201889,0.185401348,1
3.436090181,0.976789726,33.9776357,0.960751568,61.30135639,0.455855548,0.135232843,0
3.20288705,0.96922309,43.00613403,0.950193972,76.54783083,0.461530518,0.282996324,0
3.257972317,0.976852314,28.37131755,0.95860795,51.3755449,0.479628652,0.101685049,0
1.964045021,0.972216295,14.86935425,0.904333783,37.35384493,0.685697449,0.206219363,0
3.337001785,0.974323719,30.73660278,0.955664487,55.51907626,0.467148204,0.12745098,0
2.356549435,0.974220537,22.03697713,0.945384665,51.05162395,0.604489714,0.136887255,0
2.659211174,0.971119536,24.73670959,0.946499983,53.25631958,0.558264748,0.142892157,0
2.615955031,0.979372702,25.5864563,0.959656301,53.94302001,0.574949321,0.121875,0
2.278268277,0.96761044,20.42939758,0.922125262,47.08833968,0.628953556,0.26317402,0
3.042709624,0.971408803,23.36631775,0.936546954,46.76100141,0.518041014,0.128262868,0
3.091587545,0.969443679,22.61064657,0.929113964,44.61869999,0.512413712,0.128431373,0
3.386976691,0.9672572,26.0507609,0.931308708,48.16621197,0.46732985,0.143443627,0
3.029728205,0.966568153,21.71395365,0.929165563,40.25161078,0.52857229,0.116881127,0
3.052902044,0.966382178,21.8197581,0.92729259,40.33256705,0.525386914,0.119822304,0
3.539568539,0.955645425,25.0900472,0.919522254,43.80605358,0.468852019,0.157199755,0
3.138759303,0.959313725,24.32569885,0.919141429,45.89830128,0.491159529,0.163817402,0
3.140754028,0.960305862,24.10712179,0.916386164,45.53843014,0.494420523,0.168014706,0
3.394950565,0.957817096,26.28481547,0.911496287,45.8647497,0.462961775,0.189154412,0
2.850206654,0.969371681,26.82000224,0.940567412,56.35669781,0.555900144,0.170511642,0
3.619954583,0.972542892,27.79506429,0.948965445,49.36524411,0.449840478,0.125199142,0
4.106837889,0.966208567,38.53873698,0.943254781,62.00626382,0.375521257,0.179840686,0
3.165486139,0.975634957,21.94960022,0.937916434,40.85288128,0.51485923,0.100520833,0
3.205066225,0.975505661,22.35420736,0.938031498,41.17309394,0.508952448,0.101685049,0
2.830775041,0.962822202,24.60846456,0.927536266,50.91526284,0.543939721,0.171966912,0
2.828963137,0.962617953,24.60690816,0.929072462,50.9138241,0.543882213,0.166819853,0
-124.4279995,0.977404514,33.51172892,0.961767042,61.09242106,0.461026772,0.129626225,0
-123.6059766,0.97076243,42.31729126,0.954063409,75.99478105,0.466879048,0.25971201,0
-122.7839537,0.976314229,28.44471741,0.958383841,51.04833674,0.473971227,0.101348039,0
-121.9619308,0.976049071,28.41641744,0.95554094,50.43141537,0.471736428,0.106219363,0
-121.1399079,0.974873913,29.8396759,0.955284622,54.60146277,0.474902867,0.124172794,0
-120.317885,0.961952979,19.09770711,0.890067603,43.63510939,0.607647333,0.256954657,0
-119.4958621,0.970986009,24.99194845,0.945131802,53.69703862,0.559731191,0.150704657,0
-118.6738392,0.977104561,22.98196411,0.943401244,50.91664135,0.590241371,0.151776961,0
-117.8518163,0.975294118,32.28400167,0.956223777,58.86194212,0.462592823,0.132628676,0
-117.0297935,0.969765625,25.35067749,0.93661607,48.32642115,0.488105299,0.135294118,0
-116.2077706,0.969212367,23.30865987,0.931422059,45.1296875,0.501764063,0.127159926,0
-115.3857477,0.969014246,23.83214823,0.930763415,46.37870236,0.499676968,0.135003064,0
-114.5637248,0.967320772,21.45672607,0.929141838,40.02212902,0.532590138,0.115778186,0
-113.7417019,0.967307168,21.39667765,0.928447402,40.05916225,0.532968708,0.11651348,0
-112.919679,0.955929841,24.66107178,0.918587223,43.43602259,0.4754181,0.157077206,0
-112.0976561,0.960917075,23.41610718,0.919440843,45.22439202,0.50521966,0.159497549,0
-111.2756332,0.96061249,23.93172709,0.915921452,45.43235555,0.497250901,0.168596814,0
-110.4536103,0.960342882,24.71558634,0.914049516,44.51187967,0.48191037,0.167647059,0
-109.6315874,0.968752553,27.60724894,0.940727194,56.75286551,0.545094435,0.172487745,0
-108.8095645,0.971637306,25.1708374,0.944542229,47.47674687,0.485475346,0.126087623,0
-107.9875416,0.965064776,38.60475159,0.941893056,62.06007043,0.373569139,0.184528186,0
-107.1655187,0.974984864,22.12089539,0.935602777,40.97539026,0.51217693,0.104840686,0
-106.3434958,0.975894608,21.87492371,0.937172041,40.77547664,0.516032264,0.101838235,0
-105.5214729,0.952158431,29.06930033,0.89587608,50.58380895,0.464006662,0.375796569,0
-104.69945,0.962167075,25.12559001,0.928676428,51.2643414,0.536786415,0.170680147,0
-103.8774271,0.962568423,24.78124491,0.928860834,51.08219489,0.541737628,0.168841912,0
-103.0554042,0.96166156,25.0298818,0.929979915,51.31663986,0.537195269,0.167984069,0
-102.2333813,0.957525531,24.40130615,0.918405122,44.28297106,0.46731426,0.145680147,0
-101.4113584,0.957594465,24.84258525,0.918944319,44.79442766,0.463939787,0.147089461,0
-100.5893355,0.957446895,25.16101074,0.920295501,45.02758839,0.45799477,0.14620098,0
-99.76731257,0.979845355,13.68136597,0.914600071,29.15742183,0.659675615,0.071844363,0
-98.94528967,0.981682934,12.87841288,0.908501044,28.05190547,0.677543225,0.072058824,0
-98.12326677,0.974391376,21.82821655,0.964291355,45.11478594,0.596455405,0.121001838,0
-97.30124387,0.983827541,12.08936564,0.905133354,26.26631242,0.685171482,0.062882966,0
-96.47922098,0.951222974,38.66672262,0.939682587,59.0585996,0.377959327,0.215364583,0
-95.65719808,0.950621681,39.6145579,0.945011681,59.65112202,0.369178557,0.201593137,0
-94.83517518,0.952192862,39.20918274,0.942551763,58.75695882,0.366753841,0.201041667,0
-94.01315228,0.955576236,24.27217102,0.916092209,44.17201456,0.46944946,0.153339461,0
-93.19112938,0.953804199,30.5167745,0.925966622,53.43609396,0.45581814,0.201256127,0
-92.36910648,0.953518689,28.89486694,0.924764883,51.86490782,0.46589934,0.189123775,0
-91.54708358,0.953434254,29.21999613,0.926880537,51.95370421,0.462741116,0.187714461,0
-90.72506068,0.932000832,42.39312236,0.873082844,53.06025263,0.281330328,0.393872549,0
-89.90303778,0.928989226,44.2756958,0.880565876,55.06116076,0.269885606,0.401102941,0
-89.08101488,0.926885139,31.00676473,0.793732013,49.02120845,0.392681654,0.626608456,0
-88.25899199,0.971100789,28.48740641,0.942260847,53.84292013,0.470205011,0.141115196,0
-87.43696909,0.968557386,28.17038472,0.939725508,53.46938507,0.473598506,0.147181373,0
-86.61494619,0.96221252,38.91597493,0.94645998,59.47901507,0.342123875,0.148498775,0
-85.79292329,0.964904769,32.38320414,0.940922493,56.56606793,0.414974959,0.158425245,0
-84.97090039,0.976494843,21.38201904,0.941245723,42.1953912,0.527959752,0.097977941,0
-84.14887749,0.975624745,21.01997884,0.938741454,42.15901508,0.536271119,0.102573529,0
-83.32685459,0.950317606,29.68860881,0.892230509,50.69141341,0.452748526,0.387898284,0
-82.50483169,0.96095767,25.75650533,0.931156545,51.86486277,0.526674127,0.16875,0
-81.68280879,0.957590635,24.43693034,0.918429282,44.50300779,0.468246305,0.1453125,0
-80.86078589,0.957894199,24.29530843,0.918366106,44.43027938,0.471582148,0.146997549,0
-80.038763,0.957804075,25.06337484,0.921072758,44.98043373,0.459959538,0.144515931,0
-79.2167401,0.982685538,12.32425944,0.91763683,27.84653261,0.691010537,0.061810662,0
-78.3947172,0.983033252,11.96759542,0.908557036,26.78766736,0.694255977,0.062576593,0
-77.5726943,0.981868015,12.59451294,0.911023003,27.71397888,0.684130858,0.067830882,0
-76.7506714,0.985619766,10.84007263,0.911320056,25.02587677,0.713799202,0.052665441,0
-75.9286485,0.952631667,37.82429504,0.940700648,58.68113522,0.387531664,0.209620098,0
-75.1066256,0.95108237,39.46580505,0.945246466,59.56883599,0.370311395,0.20010723,0
-74.2846027,0.953061172,38.84168498,0.943997707,58.60214551,0.370952386,0.194914216,0
-73.4625798,0.956527012,23.62396749,0.916251208,43.74868316,0.47979185,0.149969363,0
-72.6405569,0.956166915,28.77699788,0.928507867,52.11930069,0.477956223,0.184313725,0
-71.81853401,0.955699222,28.06929016,0.926619639,51.16622688,0.477195476,0.182015931,0
-70.99651111,0.954861549,28.08650716,0.925627591,51.18623083,0.477581534,0.184221814,0
-70.17448821,0.954207553,28.49567159,0.927246367,51.2179891,0.470077664,0.181801471,0
-69.35246531,0.933322537,41.87307739,0.876620741,53.04892075,0.287389998,0.383823529,0
