Entropy,Homogeneity,Mean,Correlation,Standard,Energy,Contrast,Output
-68.53044241,0.926504399,31.1868337,0.793060246,48.97610144,0.389019138,0.626317402,0
-67.70841951,0.971081641,27.99793498,0.940437515,53.43241869,0.476057241,0.144056373,0
-66.88639661,0.969068409,27.10246785,0.937805525,52.69745634,0.487554814,0.146997549,0
-66.06437371,0.969731669,28.74353027,0.93956899,53.86598857,0.465326715,0.149080882,0
-65.24235081,0.966736366,29.90385437,0.938938237,54.72432606,0.445542148,0.155315564,0
-64.42032791,0.975532067,22.03931173,0.94090573,42.68103216,0.516743773,0.102083333,0
-63.59830502,0.974451593,22.51357524,0.938337803,43.32559993,0.511488427,0.108547794,0
-62.77628212,0.95074992,56.68479411,0.937313128,64.5961658,0.238419511,0.295955882,0
-61.95425922,0.939497002,68.24702962,0.928386384,73.72332065,0.200512421,0.465242034,0
-61.13223632,0.946956043,63.74293009,0.934244903,72.1475797,0.225252725,0.399417892,0
-60.31021342,0.925793414,91.40237935,0.947913073,78.99269921,0.138851364,0.393244485,0
-59.48819052,0.9398664,50.2559611,0.903782229,67.18064033,0.291080923,0.506341912,0
-58.66616762,0.925538942,92.35097249,0.946479042,77.76171912,0.134547857,0.392876838,0
-57.84414472,0.927454081,91.30243937,0.947319645,78.36585709,0.137683365,0.404947917,0
-57.02212182,0.966452133,17.24552917,0.790237536,38.37969084,0.56642116,0.298651961,0
-56.20009892,0.964376605,21.46461995,0.870801937,42.4075835,0.510405265,0.231112132,0
-55.37807603,0.941386117,57.31668091,0.942192802,81.23079968,0.391130823,0.525229779,0
-54.55605313,0.959656644,21.868337,0.850236935,43.04979354,0.493521905,0.275643382,0
-53.73403023,0.94938244,60.25876363,0.95039078,65.18608725,0.218285273,0.245143995,0
-52.91200733,0.961214585,21.40053304,0.841926082,41.17908046,0.488322601,0.258210784,0
-52.08998443,0.953564389,59.27589925,0.9478944,64.17236919,0.219629677,0.251210172,0
-51.26796153,0.932962185,71.98410543,0.953694206,74.98381566,0.178978803,0.308164828,0
-50.44593863,0.945493187,65.92895508,0.960290327,72.18104629,0.227137613,0.267723652,0
-49.62391573,0.94555716,65.8961436,0.960358226,72.17158793,0.227353075,0.267141544,0
-48.80189283,0.94802552,54.57062785,0.943641187,85.37266263,0.470006872,0.601424632,0
-47.97986993,0.944056774,66.86282349,0.948223109,71.97640325,0.20147174,0.310033701,0
-47.15784704,0.952717233,54.69326274,0.947522705,69.74812872,0.285495813,0.272564338,0
-46.33582414,0.94424957,55.51737976,0.952943747,71.45418008,0.267120712,0.299708946,0
-45.51380124,0.94693704,58.49942017,0.953373297,72.21256345,0.248732835,0.274877451,0
-44.69177834,0.94693704,58.49942017,0.953373297,72.21256345,0.248732835,0.274877451,0
-43.86975544,0.948319072,57.89124552,0.948382049,71.07810284,0.243563554,0.284727328,0
-43.04773254,0.969363073,56.82986959,0.962252625,70.60611142,0.259067798,0.208517157,0
-42.22570964,0.953538457,60.02178955,0.953894488,69.27702896,0.223748702,0.250628064,0
-41.40368674,0.945360863,59.02135213,0.95109575,71.95649719,0.254813375,0.306893382,0
-40.58166384,0.949572902,59.83216858,0.956327498,72.21329566,0.254588902,0.254748775,0
-39.75964094,0.952047736,68.19391886,0.960496152,74.94319494,0.221005291,0.252205882,0
-38.93761805,0.944958457,64.20905558,0.954137371,75.54563587,0.232270433,0.301731005,0
-38.11559515,0.945496834,75.22992452,0.961606238,75.17015521,0.180323631,0.239767157,0
-37.29357225,0.948529849,67.37653605,0.957523024,74.16086102,0.210073713,0.236351103,0
-36.47154935,0.937036721,71.41214498,0.951142309,75.490482,0.195107707,0.261734069,0
-35.64952645,0.933928316,72.77896118,0.935745258,76.19006771,0.195708753,0.378538603,0
-34.82750355,0.949106559,52.77641805,0.91339873,68.89071204,0.262514554,0.389338235,0
-34.00548065,0.945732632,54.06856283,0.920938932,70.18071196,0.276042391,0.417830882,0
-33.18345775,0.944510132,52.4924469,0.913560141,68.92714423,0.264076806,0.432169118,0
-32.36143485,0.943847127,51.73988342,0.911100847,70.43029993,0.29219043,0.506954657,0
-31.53941195,0.93090741,65.55648295,0.925529002,75.1560347,0.213073176,0.495557598,0
-30.71738906,0.93207334,56.99020386,0.906617073,73.25301382,0.274916604,0.612561275,0
-29.89536616,0.939425588,49.17550659,0.88666679,67.99395273,0.307558736,0.551378676,0
-29.07334326,0.932933116,66.42727153,0.907461325,75.52810559,0.221009026,0.62489277,0
-28.25132036,0.931690046,68.18173726,0.911706096,76.83980075,0.222559911,0.628186275,0
-27.42929746,0.936341401,67.4365743,0.919812124,77.75521911,0.230501558,0.591957721,0
-26.60727456,0.9451123,65.06012472,0.941152289,77.19655836,0.236508192,0.417493873,0
-25.78525166,0.941573296,62.019104,0.940544685,76.96533486,0.263511778,0.409160539,0
-24.96322876,0.946152909,60.8631134,0.950496272,76.61247573,0.281435938,0.345297181,0
-24.14120586,0.936829081,71.62118022,0.951160797,79.69377752,0.222637883,0.364828431,0
-23.31918296,0.92638112,76.00980632,0.945780413,79.61856566,0.18544819,0.397426471,0
-22.49716007,0.932303156,67.85376485,0.930451706,77.68762361,0.237370219,0.485508578,0
-21.67513717,0.94119343,63.8117981,0.941585002,75.63892937,0.253741299,0.358609069,0
-20.85311427,0.941235265,69.4877065,0.945374646,77.5454528,0.227642008,0.356724877,0
-20.03109137,0.94174439,61.99005636,0.929181296,75.82872511,0.248692357,0.440027574,0
-19.20906847,0.929414683,68.928538,0.921301514,76.55149741,0.211003739,0.507506127,0
-18.38704557,0.929414683,68.928538,0.921301514,76.55149741,0.211003739,0.507506127,0
-17.56502267,0.936635227,49.59578451,0.881722607,69.92482978,0.317445751,0.74833027,0
-16.74299977,0.957629625,35.80225627,0.929287268,60.8569533,0.454074559,0.35479473,0
-15.92097687,0.940111808,40.58569336,0.872423591,63.45351299,0.387374692,0.669255515,0
-15.09895397,0.955330554,41.04101563,0.917924086,56.27317222,0.314469714,0.255882353,0
-14.27693108,0.959348776,43.3250529,0.941603875,59.51983838,0.313195716,0.190012255,0
-13.45490818,0.982015165,22.21414185,0.948690311,52.15051084,0.61369222,0.13916973,0
-12.63288528,0.968433634,36.4985555,0.951610899,64.59613011,0.504696182,0.302757353,0
-11.81086238,0.956167662,38.19078064,0.941705407,63.39766853,0.432720969,0.307582721,0
-10.98883948,0.96106583,36.15994771,0.942420944,56.91987694,0.394916859,0.24463848,0
-10.16681658,0.955110112,35.26998901,0.932965744,56.62376638,0.409561883,0.282429534,0
-9.344793681,0.953434582,39.25645447,0.932150366,56.23680341,0.354510228,0.318995098,0
-8.522770782,0.952493544,37.80138652,0.937980061,56.78651435,0.376838745,0.300750613,0
-7.700747883,0.954845592,42.80585225,0.926598753,59.52731533,0.317711612,0.350995711,0
-6.878724984,0.954661841,42.27341715,0.927431655,58.4638522,0.32205397,0.334313725,0
-6.056702085,0.961702082,34.73888143,0.943926261,58.0118063,0.426149406,0.219546569,0
-5.234679186,0.947600811,55.34547933,0.966256558,76.38609069,0.345505039,0.262408088,0
-4.412656287,0.952055723,46.20218913,0.945794751,62.05905898,0.355478841,0.244240196,0
-3.590633388,0.949979575,46.59079488,0.958896029,65.78268694,0.35587904,0.212469363,0
-2.768610489,0.967795212,40.97704061,0.966012421,56.97397418,0.355610662,0.104901961,0
-1.94658759,0.967689185,52.80152384,0.977255882,72.43667707,0.325337002,0.116237745,0
-1.124564691,0.965741166,42.0603536,0.965481965,63.25944686,0.382623408,0.134099265,0
-0.302541792,0.962381281,48.59977722,0.967923772,70.95848803,0.355400122,0.163756127,0
0.519481107,0.96273784,50.12203979,0.967364421,70.97241351,0.339875045,0.157950368,0
1.341504006,0.954041127,47.37005615,0.953120233,63.67436603,0.315569806,0.250122549,0
2.163526905,0.933812989,54.03226725,0.886777188,74.05310212,0.314779909,0.815119485,0
2.985549804,0.965170949,29.1076711,0.935474542,57.67004018,0.537571674,0.277083333,0
3.807572703,0.949784591,36.77744548,0.883559203,59.60462838,0.409606278,0.52098652,0
