Homogeneity,Mean,Energy,Correlation,Contrast,Output
0.964376605,21.46461995,0.510405265,0.870801937,0.231112132,0
0.941386117,57.31668091,0.391130823,0.942192802,0.525229779,0
0.959656644,21.868337,0.493521905,0.850236935,0.275643382,0
0.94938244,60.25876363,0.218285273,0.95039078,0.245143995,0
0.961214585,21.40053304,0.488322601,0.841926082,0.258210784,0
0.953564389,59.27589925,0.219629677,0.9478944,0.251210172,0
0.932962185,71.98410543,0.178978803,0.953694206,0.308164828,0
0.945493187,65.92895508,0.227137613,0.960290327,0.267723652,0
0.94555716,65.8961436,0.227353075,0.960358226,0.267141544,0
0.94802552,54.57062785,0.470006872,0.943641187,0.601424632,0
0.944056774,66.86282349,0.20147174,0.948223109,0.310033701,0
0.952717233,54.69326274,0.285495813,0.947522705,0.272564338,0
0.94424957,55.51737976,0.267120712,0.952943747,0.299708946,0
0.94693704,58.49942017,0.248732835,0.953373297,0.274877451,0
0.94693704,58.49942017,0.248732835,0.953373297,0.274877451,0
0.948319072,57.89124552,0.243563554,0.948382049,0.284727328,0
0.969363073,56.82986959,0.259067798,0.962252625,0.208517157,0
0.953538457,60.02178955,0.223748702,0.953894488,0.250628064,0
0.945360863,59.02135213,0.254813375,0.95109575,0.306893382,0
0.949572902,59.83216858,0.254588902,0.956327498,0.254748775,0
0.952047736,68.19391886,0.221005291,0.960496152,0.252205882,0
0.944958457,64.20905558,0.232270433,0.954137371,0.301731005,0
0.945496834,75.22992452,0.180323631,0.961606238,0.239767157,0
0.948529849,67.37653605,0.210073713,0.957523024,0.236351103,0
0.937036721,71.41214498,0.195107707,0.951142309,0.261734069,0
0.933928316,72.77896118,0.195708753,0.935745258,0.378538603,0
0.949106559,52.77641805,0.262514554,0.91339873,0.389338235,0
0.945732632,54.06856283,0.276042391,0.920938932,0.417830882,0
0.944510132,52.4924469,0.264076806,0.913560141,0.432169118,0
0.943847127,51.73988342,0.29219043,0.911100847,0.506954657,0
0.93090741,65.55648295,0.213073176,0.925529002,0.495557598,0
0.93207334,56.99020386,0.274916604,0.906617073,0.612561275,0
0.939425588,49.17550659,0.307558736,0.88666679,0.551378676,0
0.932933116,66.42727153,0.221009026,0.907461325,0.62489277,0
0.931690046,68.18173726,0.222559911,0.911706096,0.628186275,0
0.936341401,67.4365743,0.230501558,0.919812124,0.591957721,0
0.9451123,65.06012472,0.236508192,0.941152289,0.417493873,0
0.941573296,62.019104,0.263511778,0.940544685,0.409160539,0
0.946152909,60.8631134,0.281435938,0.950496272,0.345297181,0
0.936829081,71.62118022,0.222637883,0.951160797,0.364828431,0
0.92638112,76.00980632,0.18544819,0.945780413,0.397426471,0
0.932303156,67.85376485,0.237370219,0.930451706,0.485508578,0
0.94119343,63.8117981,0.253741299,0.941585002,0.358609069,0
0.941235265,69.4877065,0.227642008,0.945374646,0.356724877,0
0.94174439,61.99005636,0.248692357,0.929181296,0.440027574,0
0.929414683,68.928538,0.211003739,0.921301514,0.507506127,0
0.929414683,68.928538,0.211003739,0.921301514,0.507506127,0
0.936635227,49.59578451,0.317445751,0.881722607,0.74833027,0
0.957629625,35.80225627,0.454074559,0.929287268,0.35479473,0
0.940111808,40.58569336,0.387374692,0.872423591,0.669255515,0
0.955330554,41.04101563,0.314469714,0.917924086,0.255882353,0
0.959348776,43.3250529,0.313195716,0.941603875,0.190012255,0
0.982015165,22.21414185,0.61369222,0.948690311,0.13916973,0
0.968433634,36.4985555,0.504696182,0.951610899,0.302757353,0
0.956167662,38.19078064,0.432720969,0.941705407,0.307582721,0
0.96106583,36.15994771,0.394916859,0.942420944,0.24463848,0
0.955110112,35.26998901,0.409561883,0.932965744,0.282429534,0
0.953434582,39.25645447,0.354510228,0.932150366,0.318995098,0
0.952493544,37.80138652,0.376838745,0.937980061,0.300750613,0
0.954845592,42.80585225,0.317711612,0.926598753,0.350995711,0
0.954661841,42.27341715,0.32205397,0.927431655,0.334313725,0
0.961702082,34.73888143,0.426149406,0.943926261,0.219546569,0
0.947600811,55.34547933,0.345505039,0.966256558,0.262408088,0
0.952055723,46.20218913,0.355478841,0.945794751,0.244240196,0
0.949979575,46.59079488,0.35587904,0.958896029,0.212469363,0
0.967795212,40.97704061,0.355610662,0.966012421,0.104901961,0
0.967689185,52.80152384,0.325337002,0.977255882,0.116237745,0
0.965741166,42.0603536,0.382623408,0.965481965,0.134099265,0
0.962381281,48.59977722,0.355400122,0.967923772,0.163756127,0
0.96273784,50.12203979,0.339875045,0.967364421,0.157950368,0
0.954041127,47.37005615,0.315569806,0.953120233,0.250122549,0
0.933812989,54.03226725,0.314779909,0.886777188,0.815119485,0
0.965170949,29.1076711,0.537571674,0.935474542,0.277083333,0
0.949784591,36.77744548,0.409606278,0.883559203,0.52098652,0
