Contrast,RMS,Correlation,Skewness,Kurtosis,Variance,Standard_Deviation,Entropy,Energy,Mean,Output
0.414690564,8.83453047,0.892269417,1.404540834,3.864954698,2198.099997,53.6839031,3.429061562,0.439105635,33.83140055,1
0.283042279,9.446238784,0.892833015,1.471953253,4.152901457,1881.247054,48.47757612,3.707974686,0.416259627,31.14694722,1
0.591605392,9.509676218,0.861889167,1.60734361,4.993314173,2407.903347,50.40504882,3.714228857,0.383664118,31.74020894,1
0.72578125,8.503969398,0.876130691,1.722558123,4.929942631,2832.035393,56.82705147,3.304707177,0.452307437,32.04348755,1
0.39676777,7.776868658,0.887472398,2.344052887,7.946439937,2271.988281,49.29923733,2.782757723,0.565050816,23.13698324,1
0.393321078,7.775738667,0.882048015,2.384137405,8.241688856,2160.630904,48.08600053,2.768245953,0.565181895,22.50971476,1
0.356617647,7.80730869,0.894334985,2.385135434,8.223694088,2208.350958,48.39506468,2.769839755,0.568667822,22.59616597,1
0.434436275,8.0875411,0.926451401,1.915433173,5.516938007,3130.460351,57.75502019,2.971578435,0.513704073,29.68072001,1
0.531326593,8.636943751,0.9290929,1.78597956,5.18047168,3542.851894,64.50375774,3.291706184,0.455913583,36.09106445,1
0.662025123,8.17505583,0.843261795,1.805522282,5.536794473,2665.037743,52.88969689,2.840831211,0.500776316,28.62808228,1
0.363771446,8.523429219,0.926157407,2.012147903,6.739795855,2585.645233,53.8591032,3.186425206,0.471168972,29.61386617,1
0.726363358,11.53854785,0.920796234,1.059109284,2.849493242,5114.245358,75.39130919,5.468292957,0.266169504,60.65636698,1
0.929396446,9.000760583,0.895439523,1.192274606,2.884484505,4799.967027,74.93518396,3.589299436,0.415038154,48.29800415,1
0.46171875,6.745484793,0.916426377,2.161986163,6.380813629,2943.677303,55.43450783,2.201447406,0.633854986,24.49181112,1
0.449816176,6.977052499,0.925817474,2.063520941,5.957202366,3162.253019,57.91782091,2.426260426,0.599926836,26.7855072,1
1.071492034,9.634905638,0.845061181,1.693596788,4.69361408,3708.126999,62.98899217,3.985411073,0.390160013,37.57182821,1
1.036580882,9.327160845,0.870045839,1.866103018,5.176188943,4404.010466,69.36694535,3.838154703,0.4634404,37.96868896,1
0.750934436,9.124423295,0.877805241,2.222145855,6.97637756,3344.818015,59.07339477,3.666031598,0.47152956,30.52436829,1
0.818719363,9.095986013,0.878548369,2.009115997,6.013428069,3360.948937,61.67156745,3.743782029,0.430592837,33.75322978,1
0.433348652,10.73864308,0.863915632,1.712698291,5.758857709,1815.36915,44.11926654,4.270185504,0.336445465,30.5619812,1
0.414797794,8.161844261,0.941309807,1.686400551,4.432046707,3719.590742,62.64160856,2.935089669,0.526210927,33.39750671,1
0.168765319,4.688794665,0.921900065,3.479382955,14.89299796,1413.259924,40.68772121,1.444704859,0.764322955,12.8944753,1
0.402527574,7.563738817,0.932987823,2.067364712,6.025683309,3129.508278,57.93679713,2.683317172,0.581441164,27.47299194,1
0.146384804,3.846006569,0.930126309,3.792748118,17.35835134,1245.95919,38.63474687,1.228007145,0.8002286,11.19910177,1
0.308379289,6.988766208,0.913937082,1.873010219,5.380822183,1709.98989,46.10861396,2.829603488,0.528718676,23.84518433,1
0.326210172,6.801080309,0.911844536,1.899495939,5.488664534,1719.27529,46.88139907,2.789800557,0.535674267,23.98846436,1
0.484390319,6.401638266,0.840240203,2.492808259,8.865691005,1508.809755,42.05265051,2.247352624,0.608724818,18.26633708,1
0.432996324,9.879507024,0.922739518,1.478426738,4.504042819,3044.409112,60.11795361,4.016006528,0.385779928,39.88990784,1
0.713648897,8.694949935,0.872370942,1.721422391,5.105563774,3104.177088,58.38468351,3.229943467,0.454168079,33.46047465,1
0.763128064,8.07276324,0.892403757,1.65780123,4.435255424,3925.585493,68.16190605,3.229852643,0.490646681,37.86365763,1
0.435814951,8.547394542,0.914528464,1.454089513,3.926053055,2343.417171,54.094458,3.51516497,0.418212517,33.12879944,1
0.200490196,9.129244856,0.954115882,1.581543227,4.47355101,2712.46444,62.3894399,3.8347905,0.398159465,38.82404073,1
0.254932598,8.708880291,0.947088656,1.588444924,4.319843658,3002.057788,67.13571113,3.678344659,0.412995169,40.52891032,1
0.168811275,9.132036975,0.955980598,1.645797056,4.872069885,2433.975729,58.2091701,3.821854879,0.402289801,36.02749634,1
0.676072304,8.707829692,0.873360042,2.128008874,6.559750535,2987.659877,57.41271224,3.358897152,0.503540833,29.4335734,1
0.755958946,9.239634436,0.9089744,1.335681222,3.462359481,4311.534207,69.12879214,3.601364506,0.398730176,44.09680684,1
0.299050245,6.618768026,0.924033238,1.898849387,5.476901387,1610.427104,46.73029933,2.686240013,0.546110872,23.5355072,1
0.458011642,8.651984109,0.923925195,1.619528227,4.586382583,2584.843808,57.99169012,3.390397981,0.442117033,33.858078,1
0.556832108,7.933342608,0.912221677,1.717645796,4.757605583,2480.50194,58.80970185,3.087203443,0.483215024,32.26946513,1
0.431173407,6.206638568,0.874705916,2.412886245,7.93517375,2048.479884,47.73695936,1.969303744,0.657321205,19.96761576,1
0.504258578,10.68631434,0.932012891,1.121726155,3.092491023,3762.686307,65.20227907,4.598982345,0.2957507,49.0514679,1
0.483976716,10.3907516,0.931906607,1.002475914,2.711444229,3734.862506,63.83024147,4.359596836,0.316123321,48.26647441,1
0.803247549,8.767455657,0.850830833,1.712044885,5.09166694,2769.11988,55.18076133,3.349561925,0.434413788,31.94950358,1
0.737821691,8.795990441,0.920103981,1.282560166,3.15488443,5114.793527,75.99400071,3.660851568,0.440338868,47.73205566,1
0.756632966,8.140155566,0.821652201,2.005825382,6.443768674,2163.074582,49.70687736,3.006620779,0.486156086,26.1105245,1
0.405453431,8.227595368,0.936619325,1.537319856,3.909359311,2498.884934,58.93368832,3.154100719,0.48343292,33.35278829,1
0.774356618,8.377578929,0.849871396,1.928850565,5.959234744,2622.36526,53.70117621,3.089688324,0.475443425,28.67622375,1
0.322870711,8.686147986,0.934125215,2.110701048,7.404680911,2388.687853,52.49540075,3.300638419,0.455140729,29.3350118,1
0.750719975,9.757759495,0.855519653,1.957126171,6.623403243,2843.503848,55.34956033,3.924425862,0.386103784,33.48757935,1
0.424938725,8.120294158,0.920247969,1.999127794,5.963970624,3496.793195,63.76177982,3.183539041,0.484380601,32.70072428,1
0.26495098,9.755028799,0.94676842,1.669786205,4.714538751,3400.312495,66.25937292,4.087900692,0.365220898,40.11760457,1
0.23370098,8.558707171,0.946668402,2.061285168,6.285445261,3059.468493,60.83206377,3.231196722,0.474440628,31.12433879,1
0.460799632,8.598572169,0.915403853,1.91416741,5.758617588,2855.577136,56.33459131,3.39889933,0.442661962,30.35565694,1
0.409252451,8.556078338,0.922005554,1.965931518,6.01245571,2791.419422,55.4798381,3.403826816,0.44365946,29.62926229,1
0.572625613,9.821773522,0.912576095,2.07611212,6.25108943,3641.373333,63.93014175,4.109056531,0.486731718,34.78733317,1
0.547947304,12.66042537,0.899829454,1.377938259,4.630500206,3120.014302,58.02435008,5.839036686,0.258428515,51.39587911,1
0.636764706,11.49169411,0.896157008,1.262093039,4.049246122,3532.576071,61.52382399,4.840803273,0.264714322,49.44244893,1
0.250551471,5.136594955,0.90058575,3.172716592,12.58928727,1339.776661,38.48974208,1.472220951,0.743134086,12.77098592,1
0.449724265,8.330084793,0.857455942,1.982467289,6.429938069,2251.642755,48.80950716,2.879374795,0.515487563,25.94322205,1
0.660018382,8.966885249,0.855133218,1.992266688,6.392579974,2413.458815,50.55456265,3.394745403,0.448668262,27.68086751,1
0.728538603,10.76824091,0.90512236,1.375026967,4.078449189,3637.673625,65.95314555,4.5709529,0.298404338,47.25217692,1
0.564552696,9.442263097,0.931180869,1.16565078,2.947316616,3417.897786,69.00774686,4.187768736,0.338815944,46.74564107,1
0.675291054,9.972903888,0.931047802,1.207923683,3.047485563,4761.327142,72.99708654,4.177115221,0.353689636,49.60860697,1
0.620741422,8.325216356,0.934177685,1.446822358,3.642687698,4195.06154,70.23370493,3.177035213,0.480532259,40.94581604,1
0.530208333,7.394319848,0.930255776,1.621036358,4.093675017,3094.923979,63.62461184,2.706997392,0.55169974,33.5491689,1
0.41786152,7.3927436,0.942856042,1.746450216,4.543018836,3234.175697,62.99562755,2.670105748,0.566672286,32.00482686,1
0.447120098,9.47481524,0.898258822,1.461569651,4.176705311,2180.497736,51.64033936,4.054308388,0.345944182,33.75416565,1
0.554166667,9.493927564,0.893587419,2.295094542,8.053419441,3083.688378,57.49442009,3.773284669,0.464152138,31.40655518,1
0.420680147,9.380246406,0.895379727,1.715199129,5.282112483,2229.826313,49.16930047,3.638694755,0.396844261,29.89733378,1
0.614598652,9.653523893,0.877650642,1.700833566,5.235010692,2645.264067,54.84860838,4.00391013,0.355301489,34.48334249,1
0.398483456,8.498909714,0.928090241,1.817630409,5.34109075,2796.41764,56.14556172,3.3633027,0.456088404,31.23352051,1
0.494270833,8.546469593,0.918827695,1.664529793,4.404809266,3125.109019,58.81193756,3.25347676,0.475919701,32.63334147,1
0.461565564,8.215919989,0.915261613,1.795695627,4.913182186,2820.668383,55.94725061,3.045671553,0.500959446,29.63402812,1
0.861106005,9.576700521,0.831536734,1.796146379,5.69631662,2696.941688,54.087342,3.745317748,0.389939781,32.70557658,1
0.572594975,8.384639758,0.908839057,1.634188048,4.265997264,3158.893457,59.81668106,3.194426852,0.475156272,33.2480011,1
0.936534926,7.009970939,0.77176791,2.588426312,9.413288584,2168.337086,49.69101191,2.743717601,0.574492782,22.05817668,1
0.531219363,11.35174765,0.83995705,1.895622618,6.589682036,1949.555337,44.91390717,4.860965687,0.346528616,31.2619578,1
1.338250613,10.78506965,0.878961078,0.78111887,2.047591974,5390.225574,80.10143978,4.748463904,0.27782766,64.37383525,1
0.411121324,11.67164336,0.977677296,0.129857387,1.295439667,5727.486881,102.3109977,5.054266988,0.288528276,110.5996399,1
0.384757966,5.469234274,0.895574437,2.351098312,7.062001946,1846.99579,45.7780348,1.720631816,0.702184442,18.21648661,1
0.642493873,11.50701043,0.965525255,0.152839828,1.305819293,5332.210721,102.1521277,5.094090054,0.269998563,109.0457865,1
0.872395833,9.750543944,0.925211508,0.981522132,2.357888468,5209.945535,80.724968,4.033652162,0.355537546,57.19688416,1
0.946384804,8.20614443,0.902083576,1.475562816,3.650693408,4420.933549,73.47968068,3.151212663,0.484526642,41.88468424,1
0.935340074,9.749582664,0.909680513,0.618978148,1.794155196,3805.071207,75.62469776,4.402436797,0.312316082,63.34977722,1
0.677359069,10.76274363,0.860132412,2.30172371,7.747917735,2520.864879,52.78564733,4.569777832,0.424465692,31.40256755,1
0.40703125,10.7862994,0.88799851,2.74902047,11.60662163,2015.335293,46.98653176,4.530442158,0.41777101,28.61470032,1
0.59486826,10.34531999,0.903809821,1.905567985,5.823640158,3428.511888,61.38415968,4.40636547,0.419543467,37.28354899,1
0.259359681,12.0037616,0.96728431,0.631620714,2.249163725,3900.751591,68.3715499,5.311940195,0.238782472,64.83121236,1
0.423207721,10.61584188,0.966954497,0.779496988,2.129684352,5297.611183,83.57916348,4.677957989,0.291809641,67.96728516,1
0.443045343,9.831615599,0.952737981,0.89309733,2.248459418,3636.86623,71.66087254,4.187164067,0.346921074,53.88260396,1
0.250582108,8.892528761,0.785630122,2.803189655,14.93338195,665.9074077,27.92188377,3.52492382,0.500940414,16.11654154,1
0.370848652,10.06097303,0.83891753,2.088913495,8.112189647,1244.595683,36.81887516,3.92205841,0.440956265,23.17629496,1
0.430422794,10.30700016,0.954591294,0.769172548,2.003319636,3627.548597,71.96843938,4.169002648,0.338478109,57.24652608,1
0.444485294,7.876172266,0.91419402,2.656781488,9.551225574,2578.344636,53.71579556,3.123439575,0.570135059,24.11665344,1
0.236167279,9.458662733,0.867028224,3.240893995,16.16060156,1011.015389,32.50725865,3.774315509,0.592093474,16.93308512,1
0.532245711,10.45248749,0.906992445,1.560311417,4.679149678,2985.852976,57.62830173,4.447227717,0.335823511,39.18207296,1
0.289246324,12.09478497,0.975559065,1.45200858,3.511738358,6105.478328,80.75213124,5.789287919,0.483158461,54.94819641,1
0.275520833,12.07061203,0.976405693,1.537032069,3.773951639,5694.889097,79.89804138,5.827532074,0.508359708,53.17182414,1
0.407781863,7.43660518,0.71198706,3.045224016,14.1604772,808.8645752,30.13535998,2.997010546,0.663565108,13.69377645,1
0.076072304,8.635232265,0.965483492,1.051412817,2.365763231,1014.692588,40.11922068,3.484895395,0.461142618,27.14496867,1
0.188985907,7.571195663,0.915365521,2.265226618,8.188391996,1367.198201,37.60386791,2.54280548,0.564455472,18.32948812,1
1.219454657,8.707865333,0.875460304,1.510321961,3.813587695,5136.592949,73.18610644,3.223562162,0.454970803,42.0025177,1
0.533792892,11.73967327,0.956619585,0.440019827,1.590728658,5561.023626,84.43650494,5.252120013,0.248349484,80.36916606,1
0.544699755,11.53068152,0.957177567,0.295855328,1.48655538,4120.738137,86.27757665,5.415368225,0.238735391,87.78333537,1
0.648590686,11.05306898,0.953075008,0.459071004,1.582959712,5554.117248,88.21915341,4.999361658,0.272849935,81.47586568,1
0.762040441,8.82239017,0.938273467,1.312343686,3.148569482,5954.425589,80.1298677,3.227765618,0.467080195,48.50098165,1
0.57567402,6.7329235,0.85605813,2.547605869,9.820629591,1764.565492,47.44105859,2.533559633,0.559345305,21.86075338,1
1.238740809,10.1615799,0.876631507,0.833048222,2.19110573,3895.773258,74.74764857,4.406563556,0.294833756,58.31204732,1
0.368918505,8.575159111,0.923205622,2.209080529,7.539304143,2525.53362,52.10012442,3.103723622,0.486910564,27.33988953,1
0.393995098,8.386090697,0.928240099,2.394197372,7.974205986,2750.749789,58.25026379,3.385762245,0.546535128,28.17412313,1
0.902022059,9.320359344,0.826581854,1.886797346,6.051144091,2721.904315,55.88436949,3.903751948,0.382667929,34.14871724,1
0.302328431,8.28972024,0.961565939,1.287395016,3.357839166,3510.76624,65.65746783,3.470605922,0.435835515,42.31378174,1
0.731954657,5.176326253,0.825774516,2.736916639,9.091944076,2267.105886,48.8334083,1.41820608,0.743208874,17.11475118,1
0.341988358,8.469759639,0.891613009,1.424042373,3.915354851,1903.72662,46.11252128,3.049244242,0.491454315,27.90489197,1
0.607077206,4.417213838,0.825522302,3.017042148,10.82757761,1779.874263,44.61749121,1.285901746,0.771723031,14.53045146,1
1.384757966,9.117804038,0.835544215,1.122633624,2.67955994,4770.981727,71.38259105,3.559526906,0.397138917,46.98961385,1
0.899571078,8.721559868,0.83831329,1.555063314,4.531089394,2914.89707,58.67526569,3.653919355,0.412833764,36.58661397,1
0.327542892,6.244588415,0.941673882,2.155204819,6.29638102,3045.736628,57.71612088,1.994709272,0.664921426,24.99488831,1
1.012040441,9.417988397,0.8860066,1.039150986,2.544642189,4555.726147,72.50574622,3.74292435,0.383607848,49.94270325,1
0.159068627,5.557003944,0.904536776,2.783592285,9.832866922,1063.050173,33.86133489,1.571774477,0.733706251,12.35804749,1
0.185401348,4.742218276,0.900275167,3.511606055,15.00592145,1113.99889,34.49652388,1.209471503,0.798201889,10.45277405,1
0.135232843,7.264850505,0.960751568,1.915735456,5.634358603,1856.902754,61.30135639,3.436090181,0.455855548,33.9776357,0
0.282996324,7.296462915,0.950193972,1.801289314,5.031759046,3038.096042,76.54783083,3.20288705,0.461530518,43.00613403,0
