Contrast,RMS,Correlation,Skewness,Kurtosis,Output
0.363771446,8.523429219,0.926157407,2.012147903,6.739795855,1
0.726363358,11.53854785,0.920796234,1.059109284,2.849493242,1
0.929396446,9.000760583,0.895439523,1.192274606,2.884484505,1
0.46171875,6.745484793,0.916426377,2.161986163,6.380813629,1
0.449816176,6.977052499,0.925817474,2.063520941,5.957202366,1
1.071492034,9.634905638,0.845061181,1.693596788,4.69361408,1
1.036580882,9.327160845,0.870045839,1.866103018,5.176188943,1
0.750934436,9.124423295,0.877805241,2.222145855,6.97637756,1
0.818719363,9.095986013,0.878548369,2.009115997,6.013428069,1
0.433348652,10.73864308,0.863915632,1.712698291,5.758857709,1
0.414797794,8.161844261,0.941309807,1.686400551,4.432046707,1
0.168765319,4.688794665,0.921900065,3.479382955,14.89299796,1
0.402527574,7.563738817,0.932987823,2.067364712,6.025683309,1
0.146384804,3.846006569,0.930126309,3.792748118,17.35835134,1
0.308379289,6.988766208,0.913937082,1.873010219,5.380822183,1
0.326210172,6.801080309,0.911844536,1.899495939,5.488664534,1
0.484390319,6.401638266,0.840240203,2.492808259,8.865691005,1
0.432996324,9.879507024,0.922739518,1.478426738,4.504042819,1
0.713648897,8.694949935,0.872370942,1.721422391,5.105563774,1
0.763128064,8.07276324,0.892403757,1.65780123,4.435255424,1
0.435814951,8.547394542,0.914528464,1.454089513,3.926053055,1
0.200490196,9.129244856,0.954115882,1.581543227,4.47355101,1
0.254932598,8.708880291,0.947088656,1.588444924,4.319843658,1
0.168811275,9.132036975,0.955980598,1.645797056,4.872069885,1
0.676072304,8.707829692,0.873360042,2.128008874,6.559750535,1
0.755958946,9.239634436,0.9089744,1.335681222,3.462359481,1
0.299050245,6.618768026,0.924033238,1.898849387,5.476901387,1
0.458011642,8.651984109,0.923925195,1.619528227,4.586382583,1
0.556832108,7.933342608,0.912221677,1.717645796,4.757605583,1
0.431173407,6.206638568,0.874705916,2.412886245,7.93517375,1
0.504258578,10.68631434,0.932012891,1.121726155,3.092491023,1
0.483976716,10.3907516,0.931906607,1.002475914,2.711444229,1
0.803247549,8.767455657,0.850830833,1.712044885,5.09166694,1
0.737821691,8.795990441,0.920103981,1.282560166,3.15488443,1
0.756632966,8.140155566,0.821652201,2.005825382,6.443768674,1
0.405453431,8.227595368,0.936619325,1.537319856,3.909359311,1
0.774356618,8.377578929,0.849871396,1.928850565,5.959234744,1
0.322870711,8.686147986,0.934125215,2.110701048,7.404680911,1
0.750719975,9.757759495,0.855519653,1.957126171,6.623403243,1
0.424938725,8.120294158,0.920247969,1.999127794,5.963970624,1
0.26495098,9.755028799,0.94676842,1.669786205,4.714538751,1
0.23370098,8.558707171,0.946668402,2.061285168,6.285445261,1
0.460799632,8.598572169,0.915403853,1.91416741,5.758617588,1
0.409252451,8.556078338,0.922005554,1.965931518,6.01245571,1
0.572625613,9.821773522,0.912576095,2.07611212,6.25108943,1
0.547947304,12.66042537,0.899829454,1.377938259,4.630500206,1
0.636764706,11.49169411,0.896157008,1.262093039,4.049246122,1
0.250551471,5.136594955,0.90058575,3.172716592,12.58928727,1
0.449724265,8.330084793,0.857455942,1.982467289,6.429938069,1
0.660018382,8.966885249,0.855133218,1.992266688,6.392579974,1
0.728538603,10.76824091,0.90512236,1.375026967,4.078449189,1
0.564552696,9.442263097,0.931180869,1.16565078,2.947316616,1
0.675291054,9.972903888,0.931047802,1.207923683,3.047485563,1
0.620741422,8.325216356,0.934177685,1.446822358,3.642687698,1
0.530208333,7.394319848,0.930255776,1.621036358,4.093675017,1
0.41786152,7.3927436,0.942856042,1.746450216,4.543018836,1
0.447120098,9.47481524,0.898258822,1.461569651,4.176705311,1
0.554166667,9.493927564,0.893587419,2.295094542,8.053419441,1
0.420680147,9.380246406,0.895379727,1.715199129,5.282112483,1
0.614598652,9.653523893,0.877650642,1.700833566,5.235010692,1
0.398483456,8.498909714,0.928090241,1.817630409,5.34109075,1
0.494270833,8.546469593,0.918827695,1.664529793,4.404809266,1
0.461565564,8.215919989,0.915261613,1.795695627,4.913182186,1
0.861106005,9.576700521,0.831536734,1.796146379,5.69631662,1
0.572594975,8.384639758,0.908839057,1.634188048,4.265997264,1
0.936534926,7.009970939,0.77176791,2.588426312,9.413288584,1
0.531219363,11.35174765,0.83995705,1.895622618,6.589682036,1
1.338250613,10.78506965,0.878961078,0.78111887,2.047591974,1
0.411121324,11.67164336,0.977677296,0.129857387,1.295439667,1
0.384757966,5.469234274,0.895574437,2.351098312,7.062001946,1
0.642493873,11.50701043,0.965525255,0.152839828,1.305819293,1
0.872395833,9.750543944,0.925211508,0.981522132,2.357888468,1
0.946384804,8.20614443,0.902083576,1.475562816,3.650693408,1
0.935340074,9.749582664,0.909680513,0.618978148,1.794155196,1
0.677359069,10.76274363,0.860132412,2.30172371,7.747917735,1
0.40703125,10.7862994,0.88799851,2.74902047,11.60662163,1
0.59486826,10.34531999,0.903809821,1.905567985,5.823640158,1
0.259359681,12.0037616,0.96728431,0.631620714,2.249163725,1
0.423207721,10.61584188,0.966954497,0.779496988,2.129684352,1
0.443045343,9.831615599,0.952737981,0.89309733,2.248459418,1
0.250582108,8.892528761,0.785630122,2.803189655,14.93338195,1
0.370848652,10.06097303,0.83891753,2.088913495,8.112189647,1
0.430422794,10.30700016,0.954591294,0.769172548,2.003319636,1
0.444485294,7.876172266,0.91419402,2.656781488,9.551225574,1
0.236167279,9.458662733,0.867028224,3.240893995,16.16060156,1
0.532245711,10.45248749,0.906992445,1.560311417,4.679149678,1
0.289246324,12.09478497,0.975559065,1.45200858,3.511738358,1
0.275520833,12.07061203,0.976405693,1.537032069,3.773951639,1
0.407781863,7.43660518,0.71198706,3.045224016,14.1604772,1
0.076072304,8.635232265,0.965483492,1.051412817,2.365763231,1
0.188985907,7.571195663,0.915365521,2.265226618,8.188391996,1
1.219454657,8.707865333,0.875460304,1.510321961,3.813587695,1
0.533792892,11.73967327,0.956619585,0.440019827,1.590728658,1
0.544699755,11.53068152,0.957177567,0.295855328,1.48655538,1
0.648590686,11.05306898,0.953075008,0.459071004,1.582959712,1
0.762040441,8.82239017,0.938273467,1.312343686,3.148569482,1
0.57567402,6.7329235,0.85605813,2.547605869,9.820629591,1
1.238740809,10.1615799,0.876631507,0.833048222,2.19110573,1
0.368918505,8.575159111,0.923205622,2.209080529,7.539304143,1
0.393995098,8.386090697,0.928240099,2.394197372,7.974205986,1
0.902022059,9.320359344,0.826581854,1.886797346,6.051144091,1
0.302328431,8.28972024,0.961565939,1.287395016,3.357839166,1
0.731954657,5.176326253,0.825774516,2.736916639,9.091944076,1
0.341988358,8.469759639,0.891613009,1.424042373,3.915354851,1
0.607077206,4.417213838,0.825522302,3.017042148,10.82757761,1
1.384757966,9.117804038,0.835544215,1.122633624,2.67955994,1
0.899571078,8.721559868,0.83831329,1.555063314,4.531089394,1
0.327542892,6.244588415,0.941673882,2.155204819,6.29638102,1
1.012040441,9.417988397,0.8860066,1.039150986,2.544642189,1
0.159068627,5.557003944,0.904536776,2.783592285,9.832866922,1
0.185401348,4.742218276,0.900275167,3.511606055,15.00592145,1
0.135232843,7.264850505,0.960751568,1.915735456,5.634358603,0
0.282996324,7.296462915,0.950193972,1.801289314,5.031759046,0
0.101685049,7.200060942,0.95860795,1.893094488,5.591753005,0
0.206219363,6.373880237,0.904333783,2.640574952,9.365835801,0
0.12745098,7.279712876,0.955664487,1.904573113,5.617097007,0
0.136887255,5.431254163,0.945384665,2.59775988,9.01440705,0
0.142892157,5.921430311,0.946499983,2.385685725,7.857478252,0
0.121875,5.792969544,0.959656301,2.243230928,7.13845425,0
0.26317402,6.88844181,0.922125262,2.352579967,7.553609236,0
0.128262868,7.385482959,0.936546954,2.267858938,7.566679965,0
0.128431373,7.517434201,0.929113964,2.237952826,7.44570193,0
0.143443627,8.088421318,0.931308708,2.055633246,6.513646715,0
0.116881127,7.476454912,0.929165563,1.958535952,6.117145551,0
0.119822304,7.440062168,0.92729259,1.946808691,6.0400875,0
0.157199755,7.988610013,0.919522254,1.863820928,5.79090644,0
0.163817402,7.440395274,0.919141429,2.081942405,6.591251095,0
0.168014706,7.462441117,0.916386164,2.087132581,6.61573809,0
0.189154412,7.811985971,0.911496287,1.860296661,5.718941492,0
0.170511642,6.652516228,0.940567412,2.306861982,7.477975836,0
0.125199142,8.796020909,0.948965445,2.027571372,6.644881312,0
0.179840686,9.409887816,0.943254781,1.650235729,4.626067001,0
0.100520833,7.622807951,0.937916434,2.054061796,6.551643051,0
0.101685049,7.748359024,0.938031498,2.02612081,6.427027772,0
0.171966912,6.523099529,0.927536266,2.245307525,7.321694151,0
0.166819853,6.499135616,0.929072462,2.245004469,7.318495148,0
0.129626225,7.246144107,0.961767042,1.941069725,5.731098475,0
0.25971201,7.345527035,0.954063409,1.818837243,5.10291282,0
0.101348039,7.374578902,0.958383841,1.881044877,5.570278079,0
0.106219363,7.5514121,0.95554094,1.854493229,5.477317463,0
0.124172794,7.422791875,0.955284622,1.942189547,5.793357287,0
0.256954657,6.640748362,0.890067603,2.550137389,9.062006854,0
0.150704657,5.918904987,0.945131802,2.36954084,7.755811122,0
0.151776961,6.350682816,0.943401244,2.470861144,8.499029592,0
0.132628676,7.385630852,0.956223777,1.940275734,5.721239183,0
0.135294118,7.711037275,0.93661607,2.137861894,6.911318121,0
0.127159926,7.640016818,0.931422059,2.186774685,7.193988437,0
0.135003064,7.667558131,0.930763415,2.192909196,7.185417824,0
0.115778186,7.399130283,0.929141838,1.97197284,6.179976937,0
0.11651348,7.34316949,0.928447402,1.97889451,6.180326785,0
0.157077206,7.875195535,0.918587223,1.885796886,5.891332219,0
0.159497549,7.293270668,0.919440843,2.138750454,6.85772872,0
0.168596814,7.44151272,0.915921452,2.099383066,6.672506386,0
0.167647059,7.51537917,0.914049516,1.945099554,6.093293263,0
0.172487745,6.905718872,0.940727194,2.249574576,7.200703907,0
0.126087623,8.028420765,0.944542229,2.19247384,7.45670098,0
0.184528186,9.28455627,0.941893056,1.647389696,4.614360352,0
0.104840686,7.67173266,0.935602777,2.045531948,6.519617058,0
0.101838235,7.619904813,0.937172041,2.054843793,6.563488985,0
0.375796569,9.048154347,0.89587608,1.835009762,5.635951894,0
0.170680147,6.575405199,0.928676428,2.20640082,7.135996029,0
0.168841912,6.510389176,0.928860834,2.233440761,7.25916852,0
0.167984069,6.556719678,0.929979915,2.227410265,7.240180558,0
0.145680147,7.808534028,0.918405122,1.972345673,6.193390645,0
0.147089461,7.904688163,0.918944319,1.948669308,6.067246727,0
0.14620098,7.974465099,0.920295501,1.928203024,5.971187729,0
0.071844363,6.190456362,0.914600071,2.336086115,8.102576674,0
0.072058824,6.055389901,0.908501044,2.385677792,8.367238234,0
0.121001838,7.223264077,0.964291355,1.965317787,5.657549424,0
0.062882966,6.088112489,0.905133354,2.441568965,8.901899885,0
0.215364583,9.513316648,0.939682587,1.502781837,4.282023029,0
0.201593137,9.698268408,0.945011681,1.491478585,4.29435973,0
0.201041667,9.670786236,0.942551763,1.498281536,4.379579177,0
0.153339461,7.810042668,0.916092209,1.994157041,6.351922905,0
0.201256127,7.705120548,0.925966622,1.841978194,5.574161001,0
0.189123775,7.545970731,0.924764883,1.917693348,5.903582471,0
0.187714461,7.607493689,0.926880537,1.892967937,5.806312692,0
0.393872549,11.33391784,0.873082844,1.281017158,4.022487816,0
0.401102941,11.00841582,0.880565876,1.22964046,3.807585454,0
0.626608456,9.937703054,0.793732013,1.743015886,5.458163337,0
0.141115196,8.053854837,0.942260847,2.048459272,6.337923821,0
0.147181373,8.029453353,0.939725508,2.057354085,6.385280196,0
0.148498775,9.624908587,0.94645998,1.561321551,4.395548602,0
0.158425245,8.725984745,0.940922493,1.857055758,5.503077337,0
0.097977941,7.139264292,0.941245723,2.195417974,7.333084252,0
0.102573529,6.978802095,0.938741454,2.240343409,7.553004543,0
0.387898284,9.193326669,0.892230509,1.803439354,5.540391221,0
0.16875,6.682102391,0.931156545,2.17825238,7.002296256,0
0.1453125,7.806099067,0.918429282,1.982196863,6.234055677,0
0.146997549,7.725951107,0.918366106,1.981940477,6.213327474,0
0.144515931,7.924573541,0.921072758,1.934297482,5.997966968,0
0.061810662,5.815702627,0.91763683,2.501412553,9.011859298,0
0.062576593,5.859050453,0.908557036,2.492015034,9.101855967,0
0.067830882,5.939584319,0.911023003,2.412756713,8.484297485,0
0.052665441,5.783519981,0.911320056,2.615243461,9.877112694,0
0.209620098,9.409074325,0.940700648,1.535081742,4.387341265,0
0.20010723,9.681250342,0.945246466,1.49676031,4.311874476,0
0.194914216,9.622483471,0.943997707,1.512133493,4.42495096,0
0.149969363,7.653879157,0.916251208,2.037272478,6.545379145,0
0.184313725,7.420957465,0.928507867,1.925308362,5.923127258,0
0.182015931,7.389353909,0.926619639,1.951368405,6.05016306,0
0.184221814,7.376203887,0.925627591,1.950159738,6.044000166,0
0.181801471,7.500600658,0.927246367,1.922516997,5.939737794,0
0.383823529,11.24195339,0.876620741,1.301035314,4.078738696,0
0.626317402,9.956912118,0.793060246,1.719260732,5.346195878,0
0.144056373,7.80220674,0.940437515,2.075429245,6.466660823,0
0.146997549,7.706433247,0.937805525,2.1194122,6.67089544,0
0.149080882,8.068396933,0.93956899,2.028662745,6.259695313,0
0.155315564,8.353713755,0.938938237,1.975112492,6.021536199,0
0.102083333,7.245716306,0.94090573,2.145646897,7.092798078,0
0.108547794,7.430790217,0.938337803,2.131004705,7.006247476,0
0.295955882,11.2691266,0.937313128,0.864931878,2.563251252,0
0.465242034,11.81385285,0.928386384,0.73799937,2.303052578,0
0.399417892,11.50858586,0.934244903,0.825905667,2.448137934,0
0.393244485,13.38752843,0.947913073,0.297790757,1.794694171,0
0.506341912,10.82944589,0.903782229,1.130847375,3.122408322,0
0.392876838,13.45518945,0.946479042,0.266398239,1.791581346,0
0.404947917,13.3742473,0.947319645,0.283445762,1.776869613,0
0.298651961,7.106730136,0.790237536,2.614906176,9.687011074,0
0.231112132,7.519908497,0.870801937,2.172671978,7.059525842,0
0.525229779,8.703857969,0.942192802,0.963491718,2.335017022,0
0.275643382,7.541940112,0.850236935,2.184799638,7.126503976,0
0.245143995,11.85020347,0.95039078,0.740182925,2.319333791,0
0.258210784,7.833396138,0.841926082,2.149643173,7.031039938,0
0.251210172,11.99899634,0.9478944,0.728483328,2.283375107,0
0.308164828,12.50569173,0.953694206,0.678414611,2.196795393,0
0.267723652,11.91689134,0.960290327,0.712221424,2.158412771,0
0.267141544,11.91443233,0.960358226,0.712766891,2.159045514,0
0.601424632,8.678491682,0.943641187,1.099205104,2.463057541,0
0.310033701,12.3775399,0.948223109,0.726405161,2.216885324,0
0.272564338,10.93388419,0.947522705,1.04156347,2.878978226,0
0.299708946,11.23333923,0.952943747,1.091842388,2.967082745,0
0.274877451,11.32367767,0.953373297,0.996943847,2.728219438,0
0.274877451,11.32367767,0.953373297,0.996943847,2.728219438,0
0.284727328,11.50816705,0.948382049,1.014206256,2.799359563,0
0.208517157,11.49573188,0.962252625,1.021827701,2.795913279,0
0.250628064,12.05592065,0.953894488,0.906039725,2.588342866,0
0.306893382,11.2829909,0.95109575,0.925439875,2.567850623,0
0.254748775,11.32013965,0.956327498,0.92509293,2.530025466,0
0.252205882,11.89664891,0.960496152,0.73616562,2.197917144,0
0.301731005,11.58118504,0.954137371,0.882130023,2.506960642,0
0.239767157,12.69700359,0.961606238,0.598642341,2.087185101,0
0.236351103,12.22179177,0.957523024,0.786559242,2.313531065,0
0.261734069,12.54086183,0.951142309,0.742163393,2.275713485,0
0.378538603,12.13280133,0.935745258,0.609117664,2.032037789,0
0.389338235,10.88892663,0.91339873,1.096633002,2.875281727,0
0.417830882,10.85123973,0.920938932,1.062542669,2.840813413,0
0.432169118,10.84837529,0.913560141,1.109633399,2.968006101,0
0.506954657,10.51057812,0.911100847,1.13215705,2.980046794,0
0.495557598,11.64129118,0.925529002,0.830804455,2.37403065,0
0.612561275,10.62892805,0.906617073,0.971403733,2.561348289,0
0.551378676,10.64211609,0.88666679,1.182677552,3.113142137,0
0.62489277,11.72709219,0.907461325,0.76262214,2.217472297,0
0.628186275,11.61205655,0.911706096,0.731460194,2.16493315,0
0.591957721,11.28589907,0.919812124,0.760810142,2.188533272,0
0.417493873,11.28262058,0.941152289,0.83457252,2.330533044,0
0.409160539,10.63043396,0.940544685,0.894473469,2.412521601,0
0.345297181,10.72440577,0.950496272,0.908038485,2.426709216,0
0.364828431,11.46552083,0.951160797,0.679148047,2.057215005,0
0.397426471,12.04539751,0.945780413,0.596233048,1.98110583,0
0.485508578,11.37285377,0.930451706,0.746708797,2.193630964,0
0.358609069,11.39264455,0.941585002,0.85533509,2.406243876,0
0.356724877,11.79127741,0.945374646,0.745051472,2.221447675,0
0.440027574,11.25566733,0.929181296,0.926339513,2.494280011,0
0.507506127,11.90092525,0.921301514,0.744171357,2.196000915,0
0.507506127,11.90092525,0.921301514,0.744171357,2.196000915,0
0.74833027,10.54673407,0.881722607,1.234960156,3.293884235,0
0.35479473,9.395451293,0.929287268,1.767686093,5.123841632,0
0.669255515,9.668718301,0.872423591,1.524058337,4.288380105,0
0.255882353,10.98582308,0.917924086,1.327419495,3.797833927,0
0.190012255,10.93231626,0.941603875,1.287405328,3.566095609,0
0.13916973,5.957524261,0.948690311,2.505687065,8.39071761,0
0.302757353,8.910745686,0.951610899,1.772720751,5.020662335,0
0.307582721,9.280257397,0.941705407,1.693986298,4.83240444,0
0.24463848,9.80798368,0.942420944,1.574102301,4.568413997,0
0.282429534,9.496145042,0.932965744,1.600085438,4.640176613,0
0.318995098,10.81136953,0.932150366,1.408392777,3.962534959,0
0.300750613,10.29337113,0.937980061,1.51914521,4.411700755,0
0.350995711,10.95744976,0.926598753,1.356968606,3.873379826,0
0.334313725,10.97580795,0.927431655,1.361721565,3.923455806,0
0.219546569,9.228589323,0.943926261,1.687377456,4.853075725,0
0.262408088,10.07051023,0.966256558,1.062085159,2.662796676,0
0.244240196,9.892791935,0.945794751,1.057028484,2.812142391,0
0.212469363,9.603258387,0.958896029,1.150107265,2.945106499,0
0.104901961,10.15700612,0.966012421,1.246251826,3.380313194,0
0.116237745,10.52589254,0.977255882,1.203642024,3.218633878,0
0.134099265,9.683291892,0.965481965,1.402008983,3.796277862,0
0.163756127,9.884280258,0.967923772,1.318908345,3.532784081,0
0.157950368,10.16780165,0.967364421,1.25114446,3.33310786,0
0.250122549,10.99369042,0.953120233,1.214766646,3.372392158,0
0.815119485,10.58640085,0.886777188,1.108409364,2.885658802,0
0.277083333,8.017354253,0.935474542,2.004758542,5.990506775,0
0.52098652,9.580801454,0.883559203,1.589997696,4.534865107,0
