Contrast,RMS,Correlation,Skewness,Kurtosis,Variance,Standard_Deviation,Output
0.774356618,8.377578929,0.849871396,1.928850565,5.959234744,2622.36526,53.70117621,1
0.322870711,8.686147986,0.934125215,2.110701048,7.404680911,2388.687853,52.49540075,1
0.750719975,9.757759495,0.855519653,1.957126171,6.623403243,2843.503848,55.34956033,1
0.424938725,8.120294158,0.920247969,1.999127794,5.963970624,3496.793195,63.76177982,1
0.26495098,9.755028799,0.94676842,1.669786205,4.714538751,3400.312495,66.25937292,1
0.23370098,8.558707171,0.946668402,2.061285168,6.285445261,3059.468493,60.83206377,1
0.460799632,8.598572169,0.915403853,1.91416741,5.758617588,2855.577136,56.33459131,1
0.409252451,8.556078338,0.922005554,1.965931518,6.01245571,2791.419422,55.4798381,1
0.572625613,9.821773522,0.912576095,2.07611212,6.25108943,3641.373333,63.93014175,1
0.547947304,12.66042537,0.899829454,1.377938259,4.630500206,3120.014302,58.02435008,1
0.636764706,11.49169411,0.896157008,1.262093039,4.049246122,3532.576071,61.52382399,1
0.250551471,5.136594955,0.90058575,3.172716592,12.58928727,1339.776661,38.48974208,1
0.449724265,8.330084793,0.857455942,1.982467289,6.429938069,2251.642755,48.80950716,1
0.660018382,8.966885249,0.855133218,1.992266688,6.392579974,2413.458815,50.55456265,1
0.728538603,10.76824091,0.90512236,1.375026967,4.078449189,3637.673625,65.95314555,1
0.564552696,9.442263097,0.931180869,1.16565078,2.947316616,3417.897786,69.00774686,1
0.675291054,9.972903888,0.931047802,1.207923683,3.047485563,4761.327142,72.99708654,1
0.620741422,8.325216356,0.934177685,1.446822358,3.642687698,4195.06154,70.23370493,1
0.530208333,7.394319848,0.930255776,1.621036358,4.093675017,3094.923979,63.62461184,1
0.41786152,7.3927436,0.942856042,1.746450216,4.543018836,3234.175697,62.99562755,1
0.447120098,9.47481524,0.898258822,1.461569651,4.176705311,2180.497736,51.64033936,1
0.554166667,9.493927564,0.893587419,2.295094542,8.053419441,3083.688378,57.49442009,1
0.420680147,9.380246406,0.895379727,1.715199129,5.282112483,2229.826313,49.16930047,1
0.614598652,9.653523893,0.877650642,1.700833566,5.235010692,2645.264067,54.84860838,1
0.398483456,8.498909714,0.928090241,1.817630409,5.34109075,2796.41764,56.14556172,1
0.494270833,8.546469593,0.918827695,1.664529793,4.404809266,3125.109019,58.81193756,1
0.461565564,8.215919989,0.915261613,1.795695627,4.913182186,2820.668383,55.94725061,1
0.861106005,9.576700521,0.831536734,1.796146379,5.69631662,2696.941688,54.087342,1
0.572594975,8.384639758,0.908839057,1.634188048,4.265997264,3158.893457,59.81668106,1
0.936534926,7.009970939,0.77176791,2.588426312,9.413288584,2168.337086,49.69101191,1
0.531219363,11.35174765,0.83995705,1.895622618,6.589682036,1949.555337,44.91390717,1
1.338250613,10.78506965,0.878961078,0.78111887,2.047591974,5390.225574,80.10143978,1
0.411121324,11.67164336,0.977677296,0.129857387,1.295439667,5727.486881,102.3109977,1
0.384757966,5.469234274,0.895574437,2.351098312,7.062001946,1846.99579,45.7780348,1
0.642493873,11.50701043,0.965525255,0.152839828,1.305819293,5332.210721,102.1521277,1
0.872395833,9.750543944,0.925211508,0.981522132,2.357888468,5209.945535,80.724968,1
0.946384804,8.20614443,0.902083576,1.475562816,3.650693408,4420.933549,73.47968068,1
0.935340074,9.749582664,0.909680513,0.618978148,1.794155196,3805.071207,75.62469776,1
0.677359069,10.76274363,0.860132412,2.30172371,7.747917735,2520.864879,52.78564733,1
0.40703125,10.7862994,0.88799851,2.74902047,11.60662163,2015.335293,46.98653176,1
0.59486826,10.34531999,0.903809821,1.905567985,5.823640158,3428.511888,61.38415968,1
0.259359681,12.0037616,0.96728431,0.631620714,2.249163725,3900.751591,68.3715499,1
0.423207721,10.61584188,0.966954497,0.779496988,2.129684352,5297.611183,83.57916348,1
0.443045343,9.831615599,0.952737981,0.89309733,2.248459418,3636.86623,71.66087254,1
0.250582108,8.892528761,0.785630122,2.803189655,14.93338195,665.9074077,27.92188377,1
0.370848652,10.06097303,0.83891753,2.088913495,8.112189647,1244.595683,36.81887516,1
0.430422794,10.30700016,0.954591294,0.769172548,2.003319636,3627.548597,71.96843938,1
0.444485294,7.876172266,0.91419402,2.656781488,9.551225574,2578.344636,53.71579556,1
0.236167279,9.458662733,0.867028224,3.240893995,16.16060156,1011.015389,32.50725865,1
0.532245711,10.45248749,0.906992445,1.560311417,4.679149678,2985.852976,57.62830173,1
0.289246324,12.09478497,0.975559065,1.45200858,3.511738358,6105.478328,80.75213124,1
0.275520833,12.07061203,0.976405693,1.537032069,3.773951639,5694.889097,79.89804138,1
0.407781863,7.43660518,0.71198706,3.045224016,14.1604772,808.8645752,30.13535998,1
0.076072304,8.635232265,0.965483492,1.051412817,2.365763231,1014.692588,40.11922068,1
0.188985907,7.571195663,0.915365521,2.265226618,8.188391996,1367.198201,37.60386791,1
1.219454657,8.707865333,0.875460304,1.510321961,3.813587695,5136.592949,73.18610644,1
0.533792892,11.73967327,0.956619585,0.440019827,1.590728658,5561.023626,84.43650494,1
0.544699755,11.53068152,0.957177567,0.295855328,1.48655538,4120.738137,86.27757665,1
0.648590686,11.05306898,0.953075008,0.459071004,1.582959712,5554.117248,88.21915341,1
0.762040441,8.82239017,0.938273467,1.312343686,3.148569482,5954.425589,80.1298677,1
0.57567402,6.7329235,0.85605813,2.547605869,9.820629591,1764.565492,47.44105859,1
1.238740809,10.1615799,0.876631507,0.833048222,2.19110573,3895.773258,74.74764857,1
0.368918505,8.575159111,0.923205622,2.209080529,7.539304143,2525.53362,52.10012442,1
0.393995098,8.386090697,0.928240099,2.394197372,7.974205986,2750.749789,58.25026379,1
0.902022059,9.320359344,0.826581854,1.886797346,6.051144091,2721.904315,55.88436949,1
0.302328431,8.28972024,0.961565939,1.287395016,3.357839166,3510.76624,65.65746783,1
0.731954657,5.176326253,0.825774516,2.736916639,9.091944076,2267.105886,48.8334083,1
0.341988358,8.469759639,0.891613009,1.424042373,3.915354851,1903.72662,46.11252128,1
0.607077206,4.417213838,0.825522302,3.017042148,10.82757761,1779.874263,44.61749121,1
1.384757966,9.117804038,0.835544215,1.122633624,2.67955994,4770.981727,71.38259105,1
0.899571078,8.721559868,0.83831329,1.555063314,4.531089394,2914.89707,58.67526569,1
0.327542892,6.244588415,0.941673882,2.155204819,6.29638102,3045.736628,57.71612088,1
1.012040441,9.417988397,0.8860066,1.039150986,2.544642189,4555.726147,72.50574622,1
0.159068627,5.557003944,0.904536776,2.783592285,9.832866922,1063.050173,33.86133489,1
0.185401348,4.742218276,0.900275167,3.511606055,15.00592145,1113.99889,34.49652388,1
0.135232843,7.264850505,0.960751568,1.915735456,5.634358603,1856.902754,61.30135639,0
0.282996324,7.296462915,0.950193972,1.801289314,5.031759046,3038.096042,76.54783083,0
0.101685049,7.200060942,0.95860795,1.893094488,5.591753005,1423.614145,51.3755449,0
0.206219363,6.373880237,0.904333783,2.640574952,9.365835801,1340.267769,37.35384493,0
0.12745098,7.279712876,0.955664487,1.904573113,5.617097007,1578.593432,55.51907626,0
0.136887255,5.431254163,0.945384665,2.59775988,9.01440705,1519.935378,51.05162395,0
0.142892157,5.921430311,0.946499983,2.385685725,7.857478252,1626.084911,53.25631958,0
0.121875,5.792969544,0.959656301,2.243230928,7.13845425,1480.615888,53.94302001,0
0.26317402,6.88844181,0.922125262,2.352579967,7.553609236,2087.082701,47.08833968,0
0.128262868,7.385482959,0.936546954,2.267858938,7.566679965,1360.579483,46.76100141,0
0.128431373,7.517434201,0.929113964,2.237952826,7.44570193,1210.424492,44.61869999,0
0.143443627,8.088421318,0.931308708,2.055633246,6.513646715,1384.184553,48.16621197,0
0.116881127,7.476454912,0.929165563,1.958535952,6.117145551,1063.517134,40.25161078,0
0.119822304,7.440062168,0.92729259,1.946808691,6.0400875,1074.627343,40.33256705,0
0.157199755,7.988610013,0.919522254,1.863820928,5.79090644,1330.398226,43.80605358,0
0.163817402,7.440395274,0.919141429,2.081942405,6.591251095,1410.32471,45.89830128,0
0.168014706,7.462441117,0.916386164,2.087132581,6.61573809,1394.545615,45.53843014,0
0.189154412,7.811985971,0.911496287,1.860296661,5.718941492,1362.83192,45.8647497,0
0.170511642,6.652516228,0.940567412,2.306861982,7.477975836,2244.55435,56.35669781,0
0.125199142,8.796020909,0.948965445,2.027571372,6.644881312,1896.689993,49.36524411,0
0.179840686,9.409887816,0.943254781,1.650235729,4.626067001,2684.566415,62.00626382,0
0.100520833,7.622807951,0.937916434,2.054061796,6.551643051,1201.281555,40.85288128,0
0.101685049,7.748359024,0.938031498,2.02612081,6.427027772,1225.39558,41.17309394,0
0.171966912,6.523099529,0.927536266,2.245307525,7.321694151,1728.490462,50.91526284,0
0.166819853,6.499135616,0.929072462,2.245004469,7.318495148,1721.368557,50.9138241,0
0.129626225,7.246144107,0.961767042,1.941069725,5.731098475,1901.616084,61.09242106,0
0.25971201,7.345527035,0.954063409,1.818837243,5.10291282,3129.414943,75.99478105,0
0.101348039,7.374578902,0.958383841,1.881044877,5.570278079,1448.145507,51.04833674,0
0.106219363,7.5514121,0.95554094,1.854493229,5.477317463,1456.957928,50.43141537,0
0.124172794,7.422791875,0.955284622,1.942189547,5.793357287,1683.160423,54.60146277,0
0.256954657,6.640748362,0.890067603,2.550137389,9.062006854,1613.648538,43.63510939,0
0.150704657,5.918904987,0.945131802,2.36954084,7.755811122,1641.121099,53.69703862,0
0.151776961,6.350682816,0.943401244,2.470861144,8.499029592,1650.233731,50.91664135,0
0.132628676,7.385630852,0.956223777,1.940275734,5.721239183,1807.894107,58.86194212,0
0.135294118,7.711037275,0.93661607,2.137861894,6.911318121,1382.372229,48.32642115,0
0.127159926,7.640016818,0.931422059,2.186774685,7.193988437,1221.160956,45.1296875,0
0.135003064,7.667558131,0.930763415,2.192909196,7.185417824,1309.59982,46.37870236,0
0.115778186,7.399130283,0.929141838,1.97197284,6.179976937,1046.154923,40.02212902,0
0.11651348,7.34316949,0.928447402,1.97889451,6.180326785,1068.039261,40.05916225,0
0.157077206,7.875195535,0.918587223,1.885796886,5.891332219,1306.663888,43.43602259,0
0.159497549,7.293270668,0.919440843,2.138750454,6.85772872,1400.181484,45.22439202,0
0.168596814,7.44151272,0.915921452,2.099383066,6.672506386,1397.179728,45.43235555,0
0.167647059,7.51537917,0.914049516,1.945099554,6.093293263,1280.67195,44.51187967,0
0.172487745,6.905718872,0.940727194,2.249574576,7.200703907,2300.030828,56.75286551,0
0.126087623,8.028420765,0.944542229,2.19247384,7.45670098,1690.244292,47.47674687,0
0.184528186,9.28455627,0.941893056,1.647389696,4.614360352,2609.741927,62.06007043,0
0.104840686,7.67173266,0.935602777,2.045531948,6.519617058,1205.861745,40.97539026,0
0.101838235,7.619904813,0.937172041,2.054843793,6.563488985,1202.985393,40.77547664,0
0.375796569,9.048154347,0.89587608,1.835009762,5.635951894,2286.650969,50.58380895,0
0.170680147,6.575405199,0.928676428,2.20640082,7.135996029,1739.394553,51.2643414,0
0.168841912,6.510389176,0.928860834,2.233440761,7.25916852,1725.966257,51.08219489,0
0.167984069,6.556719678,0.929979915,2.227410265,7.240180558,1736.696967,51.31663986,0
0.145680147,7.808534028,0.918405122,1.972345673,6.193390645,1266.974158,44.28297106,0
0.147089461,7.904688163,0.918944319,1.948669308,6.067246727,1305.49337,44.79442766,0
0.14620098,7.974465099,0.920295501,1.928203024,5.971187729,1314.963167,45.02758839,0
0.071844363,6.190456362,0.914600071,2.336086115,8.102576674,647.9225012,29.15742183,0
0.072058824,6.055389901,0.908501044,2.385677792,8.367238234,609.0638844,28.05190547,0
0.121001838,7.223264077,0.964291355,1.965317787,5.657549424,1869.302423,45.11478594,0
0.062882966,6.088112489,0.905133354,2.441568965,8.901899885,540.9960592,26.26631242,0
0.215364583,9.513316648,0.939682587,1.502781837,4.282023029,2540.650048,59.0585996,0
0.201593137,9.698268408,0.945011681,1.491478585,4.29435973,2616.073972,59.65112202,0
0.201041667,9.670786236,0.942551763,1.498281536,4.379579177,2392.226761,58.75695882,0
0.153339461,7.810042668,0.916092209,1.994157041,6.351922905,1286.937054,44.17201456,0
0.201256127,7.705120548,0.925966622,1.841978194,5.574161001,1628.525878,53.43609396,0
0.189123775,7.545970731,0.924764883,1.917693348,5.903582471,1552.535534,51.86490782,0
0.187714461,7.607493689,0.926880537,1.892967937,5.806312692,1556.045237,51.95370421,0
0.393872549,11.33391784,0.873082844,1.281017158,4.022487816,2177.644248,53.06025263,0
0.401102941,11.00841582,0.880565876,1.22964046,3.807585454,2182.004368,55.06116076,0
0.626608456,9.937703054,0.793732013,1.743015886,5.458163337,1998.581741,49.02120845,0
0.141115196,8.053854837,0.942260847,2.048459272,6.337923821,2050.90952,53.84292013,0
0.147181373,8.029453353,0.939725508,2.057354085,6.385280196,2046.845984,53.46938507,0
0.148498775,9.624908587,0.94645998,1.561321551,4.395548602,2123.369655,59.47901507,0
0.158425245,8.725984745,0.940922493,1.857055758,5.503077337,2173.68593,56.56606793,0
0.097977941,7.139264292,0.941245723,2.195417974,7.333084252,1293.922938,42.1953912,0
0.102573529,6.978802095,0.938741454,2.240343409,7.553004543,1284.15558,42.15901508,0
0.387898284,9.193326669,0.892230509,1.803439354,5.540391221,2308.583706,50.69141341,0
0.16875,6.682102391,0.931156545,2.17825238,7.002296256,1770.851038,51.86486277,0
0.1453125,7.806099067,0.918429282,1.982196863,6.234055677,1283.755062,44.50300779,0
0.146997549,7.725951107,0.918366106,1.981940477,6.213327474,1276.667391,44.43027938,0
0.144515931,7.924573541,0.921072758,1.934297482,5.997966968,1308.984754,44.98043373,0
0.061810662,5.815702627,0.91763683,2.501412553,9.011859298,603.0532753,27.84653261,0
0.062576593,5.859050453,0.908557036,2.492015034,9.101855967,554.6125838,26.78766736,0
0.067830882,5.939584319,0.911023003,2.412756713,8.484297485,590.9114383,27.71397888,0
0.052665441,5.783519981,0.911320056,2.615243461,9.877112694,505.5445535,25.02587677,0
0.209620098,9.409074325,0.940700648,1.535081742,4.387341265,2536.092762,58.68113522,0
0.20010723,9.681250342,0.945246466,1.49676031,4.311874476,2610.193015,59.56883599,0
0.194914216,9.622483471,0.943997707,1.512133493,4.42495096,2387.959096,58.60214551,0
0.149969363,7.653879157,0.916251208,2.037272478,6.545379145,1268.836519,43.74868316,0
0.184313725,7.420957465,0.928507867,1.925308362,5.923127258,1571.998352,52.11930069,0
0.182015931,7.389353909,0.926619639,1.951368405,6.05016306,1536.424844,51.16622688,0
0.184221814,7.376203887,0.925627591,1.950159738,6.044000166,1523.377347,51.18623083,0
0.181801471,7.500600658,0.927246367,1.922516997,5.939737794,1515.883548,51.2179891,0
0.383823529,11.24195339,0.876620741,1.301035314,4.078738696,2191.596483,53.04892075,0
0.626317402,9.956912118,0.793060246,1.719260732,5.346195878,1985.941164,48.97610144,0
